goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,3930,2026-07-26,18,3771,3882,1638097,6552,181,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,,,,,6552,100138,13105,33,直近30日間の取引データなし,2026-07-26
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,13105,2026-07-17,2,13105,13105,13105,26210,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,24571,2026-07-17,2,24571,24571,24571,49143,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,44229,2026-07-20,3,44229,44229,74999,88457,8,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,131048,2026-07-11,1,131048,147429,147429,262095,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,,,,,368572,368572,737144,3,直近30日間の取引データなし,2026-07-26
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,6163,2026-07-26,38,6307,6259,1638097,9010,122,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,8928,2026-07-26,54,9072,9702,155577,18019,19,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,14415,2026-07-26,27,14916,14415,43981,36038,16,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
65,星宿:メカストームボックス,Starway: Mechanical Storm Box,お宝 / 宝箱,Treasure / treasure chest,,,,,26475,40952,22933,3,直近30日間の取引データなし,2026-07-26
66,星宿:ゴールドブレードボックス,Starway: Knife of the Golden Hall Box,お宝 / 宝箱,Treasure / treasure chest,,,,,97334,97334,22933,1,直近30日間の取引データなし,2026-07-26
67,「不思議な庭園」愛蔵版限定BOX,[Mysterious Garden] Collection Box,お宝 / 宝箱,Treasure / treasure chest,,,,,1638097,1638097,16381,1,直近30日間の取引データなし,2026-07-26
68,「Pearl Daydream」限定BOX,Time Garden Day Box,お宝 / 宝箱,Treasure / treasure chest,,,,,35509,66361,5570,3,直近30日間の取引データなし,2026-07-26
69,「Midnight Galaxy」限定BOX,Time Garden Midnight Box,お宝 / 宝箱,Treasure / treasure chest,,,,,14866,66361,5570,6,直近30日間の取引データなし,2026-07-26
80,M27:天下無双 先鋒版(専属),M27: Second to None Vanguard Edition (Exclusive),銃器,Weapon,,,,,819,1638097,1638,550,直近30日間の取引データなし,2026-07-26
81,M27:天下無双 豪華版(専属),M27: Second to None Enjoy Edition (Exclusive),銃器,Weapon,1638,2026-07-19,1,1638,1638,235901,3276,113,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
82,M27:天下無双 進化版(専属),M27: Second to None Advanced Edition (Exclusive),銃器,Weapon,,,,,3276,278476,6552,17,直近30日間の取引データなし,2026-07-26
83,M27:天下無双 旗艦版(専属),M27: Second to None Flagship Edition (Exclusive),銃器,Weapon,,,,,5897,22933,11794,21,直近30日間の取引データなし,2026-07-26
84,M27:天下無双 豪華版Ⅰ(専属),M27: Second to None Deluxe Edition I (Exclusive),銃器,Weapon,,,,,11467,38282,22933,13,直近30日間の取引データなし,2026-07-26
85,M27:天下無双 豪華版Ⅱ(専属),M27: Second to None Deluxe Edition II (Exclusive),銃器,Weapon,,,,,22114,144595,44229,2,直近30日間の取引データなし,2026-07-26
86,M27:天下無双 豪華版Ⅲ(専属),M27: Second to None Deluxe Edition III (Exclusive),銃器,Weapon,40952,2026-07-21,1,40952,40952,333084,81905,20,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
164,"HUNTER×HUNTER
トレーディングコラボガチャBOX",Hunter × Hunter collaboration Event Tradeable Lucky Draw,お宝 / 宝箱,Treasure / treasure chest,,,,,2503,16381,328,40,直近30日間の取引データなし,2026-07-26
429,トレーディングコラボガチャ:Fate/stay night [Heaven's Feel],Tradable Lucky Draw: Fate/Stay Night [Heaven's Feel],お宝 / 宝箱,Treasure / treasure chest,1484,2026-07-18,2,1677,1365,16381,328,27,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
430,AK-47:リヴァイ 進化版(専属),AK47: Strongest Human Enjoy Edition (Exclusive),銃器,Weapon,,,,,1310,8190,2621,29,直近30日間の取引データなし,2026-07-26
431,M4A1:進撃の巨人 先鋒版(専属),M4A1: Power Reverence Vanguard Edition (Exclusive),銃器,Weapon,1351,2026-07-22,11,1198,1165,1633746,1638,317,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
432,M4A1:進撃の巨人 旗艦版(専属),M4A1: Power Reverence Flagship Edition (Exclusive),銃器,Weapon,2000,2026-07-25,28,1673,1843,1638097,3276,82,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
433,M4A1:進撃の巨人 豪華旗艦版(専属),M4A1: Power Reverence Deluxe Flagship Edition (Exclusive),銃器,Weapon,3276,2026-07-26,11,3276,3276,17649,6552,60,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
434,AK-47:リヴァイ 先鋒版(専属),AK47: Strongest Human Vanguard Edition (Exclusive),銃器,Weapon,,,,,655,1638097,1310,381,直近30日間の取引データなし,2026-07-26
435,AK-47:リヴァイ 旗艦版(専属),AK47: Strongest Human Flagship Edition (Exclusive),銃器,Weapon,2457,2026-07-12,5,2457,2457,11950,4914,54,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
436,M16A4:自由の翼 先鋒版(専属),M16A4: Liberty Wind Vanguard Edition (Exclusive),銃器,Weapon,819,2026-07-21,6,1137,1173,655239,1638,195,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
437,M16A4:自由の翼 進化版(専属),M16A4: Liberty Wind Enjoy Edition (Exclusive),銃器,Weapon,2144,2026-07-23,11,2393,2994,13270,3276,22,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
438,M16A4:自由の翼 旗艦版(専属),M16A4: Liberty Wind Flagship Edition (Exclusive),銃器,Weapon,3804,2026-07-25,47,3473,3276,21896,6552,72,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
443,M27:ドラゴンフォース 旗艦版(専属),M27: Dragon Force Flagship Edition (exclusive),銃器,Weapon,6600,2026-07-24,15,6556,6552,31663,13105,109,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
444,P90:ドラゴンフォース 先鋒版(専属),P90: Dragon Force Vanguard Edition (Exclusive),不明（カテゴリタグなし）,,821,2026-07-13,1,821,819,6505,1638,53,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
445,P90:ドラゴンフォース 豪華版(専属),P90: Dragon Force Enjoy Edition (Exclusive),不明（カテゴリタグなし）,,,,,,1764,4305,3276,16,直近30日間の取引データなし,2026-07-26
446,P90:ドラゴンフォース 旗艦版(専属),P90: Dragon Force Flagship Edition (exclusive),不明（カテゴリタグなし）,,3276,2026-07-13,7,3276,3276,327619,6552,11,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
447,SACR-L:ドラゴンフォース 先鋒版(専属),SACR-L: Dragon Force Vanguard Edition (Exclusive),銃器,Weapon,1640,2026-07-26,3,2126,2893,149963,3276,48,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
448,SACR-L:ドラゴンフォース 豪華版(専属),SACR-L: Dragon Force Enjoy Edition (Exclusive),銃器,Weapon,4875,2026-07-26,2,4076,7674,18021,6552,11,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
449,SACR-L:ドラゴンフォース 旗艦版(専属),SACR-L: Dragon Force Flagship Edition (Exclusive),銃器,Weapon,6552,2026-07-23,23,6618,6552,15672,13105,20,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
450,CS LR4:ドラゴンフォース 先鋒版(専属),CS/LR-4: Dragon Force Vanguard Edition (Exclusive),不明（カテゴリタグなし）,,3850,2026-07-24,4,3121,3997,6344,4234,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
451,CS LR4:ドラゴンフォース 豪華版(専属),CS/LR-4: Dragon Force Enjoy Edition (Exclusive),不明（カテゴリタグなし）,,6467,2026-07-13,4,5303,6552,9206,4095,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
452,CS LR4:ドラゴンフォース 旗艦版(専属),CS/LR-4: Dragon Force Flagship Edition (exclusive),不明（カテゴリタグなし）,,9704,2026-07-26,36,10047,9219,10243,10662,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
453,M27:ドラゴンフォース 先鋒版(専属),M27: Dragon Force Vanguard Edition (Exclusive),銃器,Weapon,,,,,1638,9031,3276,42,直近30日間の取引データなし,2026-07-26
454,M27:ドラゴンフォース 豪華版(専属),M27: Dragon Force Enjoy Edition (Exclusive),銃器,Weapon,3276,2026-07-25,3,3276,3276,13105,6552,12,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
466,HK50:炎炎ノ消防隊 先鋒版(専属),HK50: Blaze Firefighters Vanguard Edition (Exclusive),銃器,Weapon,495,2026-06-28,1,495,803,6084,819,26,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
467,HK50:炎炎ノ消防隊 豪華版(専属),HK50: Blaze Firefighters Enjoy Edition (Exclusive),銃器,Weapon,585,2026-07-19,2,783,754,2713,1638,9,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
468,HK50:炎炎ノ消防隊 旗艦版(専属),HK50: Blaze Firefighters Flagship Edition (Exclusive),銃器,Weapon,1776,2026-07-06,3,1574,3276,4914,3276,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
469,M860:ハーレイ･クイン 先鋒版(専属),M860: Harley Quinn Vanguard Edition (Exclusive),不明（カテゴリタグなし）,,1469,2026-07-21,1,1469,2215,4295,1617,8,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
470,M860:ハーレイ･クイン 豪華版(専属),M860: Harley Quinn Enjoy Edition (Exclusive),不明（カテゴリタグなし）,,3913,2026-07-22,2,3431,3915,4520,4303,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
471,M860:ハーレイ･クイン 旗艦版(専属),M860: Harley Quinn Flagship Edition (Exclusive),不明（カテゴリタグなし）,,,,,,6552,7371,3276,6,直近30日間の取引データなし,2026-07-26
472,AUG:ハーレイ･クイン 先鋒版(専属),AUG: Harley Quinn Vanguard Edition (Exclusive),銃器,Weapon,179,2026-07-18,2,438,686,4995,819,22,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
473,AUG:ハーレイ･クイン 豪華版(専属),AUG: Harley Quinn Enjoy Edition (Exclusive),銃器,Weapon,,,,,1455,11698,1638,15,直近30日間の取引データなし,2026-07-26
474,AUG:ハーレイ･クイン 旗艦版(専属),AUG: Harley Quinn Flagship Edition (exclusive),銃器,Weapon,3579,2026-07-07,1,3579,4914,31686,3276,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
476,初号機95式 Ⅲ型(専属),QBZ-95: Unit-01 Type III (Exclusive),銃器,Weapon,8777,2026-07-24,9,11274,8734,11811,9653,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
477,初号機95式 覚醒型(専属),QBZ-95: Unit-01 Awakening(Exclusive),銃器,Weapon,10967,2026-07-26,55,14406,11257,31727,13105,17,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
478,初号機95式 Ⅱ型(専属),QBZ-95: Unit-01 Type II (Exclusive),銃器,Weapon,3558,2026-07-25,33,4656,4012,10693,3894,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
479,初号機95式 Ⅰ型(専属),QBZ-95: Unit-01 Type I (Exclusive),銃器,Weapon,3201,2026-07-25,18,3638,4411,11712,3378,19,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
516,M27:ハンコック Lv.1(専属),M27: Pirate Empress Vanguard Edition (Exclusive),銃器,Weapon,,,,,1152,2949,2949,6,直近30日間の取引データなし,2026-07-26
517,M27:ハンコック Lv.2(専属),M27: Pirate Empress Enjoy Edition (Exclusive),銃器,Weapon,,,,,3586,3586,5242,1,直近30日間の取引データなし,2026-07-26
518,M27:ハンコック Lv.3(専属),M27: Pirate Empress Advanced Edition (Exclusive),銃器,Weapon,,,,,0,0,10156,0,直近30日間の取引データなし,2026-07-26
519,M27:ハンコック Lv.4(専属),M27: Pirate Empress Flagship Edition (Exclusive),銃器,Weapon,7371,2026-07-26,1,7371,18492,19657,19657,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-26
