goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,3178,2026-08-23,14,3595,3297,1589063,6356,180,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-24
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,6356,2026-08-19,2,6356,6356,97141,12713,33,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-24
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12713,2026-08-21,4,12713,12713,12713,25425,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-24
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,25425,2026-08-18,5,24154,0,0,47672,0,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-24
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,42905,2026-08-22,7,43438,42905,47039,85809,6,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-24
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,127125,2026-08-11,1,127125,127125,143016,254250,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-24
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,357539,2026-08-11,2,357539,357539,357539,715078,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-24
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,6291,2026-08-24,42,5692,6396,1589063,8740,118,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-24
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,8630,2026-08-24,54,8321,8235,150920,17480,27,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-24
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,13984,2026-08-24,20,13984,13984,42665,34959,20,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-24
