goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,4167,2026-07-30,17,3369,4572,1635309,6541,179,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-30
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,,,,,6541,99968,13082,33,直近30日間の取引データなし,2026-07-30
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,13082,2026-07-30,3,13082,13082,13082,26165,4,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-30
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,24530,2026-07-17,1,24530,24530,24530,49059,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-30
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,47993,2026-07-30,4,45113,44153,74871,88307,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-30
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,130825,2026-07-11,1,130825,147178,147178,261649,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-30
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,,,,,367944,367944,735889,3,直近30日間の取引データなし,2026-07-30
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,5814,2026-07-30,37,6226,5334,1635309,8994,127,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-30
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,8934,2026-07-30,54,9042,8177,155312,17988,25,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-30
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,14394,2026-07-30,25,14931,14391,43906,35977,17,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-30
