goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,4297,2026-09-11,16,3406,3473,1536117,6144,182,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,6144,2026-09-13,3,6144,6144,93904,12289,30,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12289,2026-09-02,3,12289,12289,12289,24578,4,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,23042,2026-08-31,3,23554,23042,24578,46084,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,41475,2026-09-14,3,41475,41475,41504,82950,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,,,,,122889,138251,245779,3,直近30日間の取引データなし,2026-09-14
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,,,,,345626,345626,691253,2,直近30日間の取引データなし,2026-09-14
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,4899,2026-09-13,38,5774,5785,1536117,8449,126,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,9343,2026-09-14,54,8338,8674,145891,16897,25,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,13518,2026-09-14,26,13518,13518,41243,33795,18,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
65,星宿:メカストームボックス,Starway: Mechanical Storm Box,お宝 / 宝箱,Treasure / treasure chest,,,,,21569,38403,21506,3,直近30日間の取引データなし,2026-09-14
66,星宿:ゴールドブレードボックス,Starway: Knife of the Golden Hall Box,お宝 / 宝箱,Treasure / treasure chest,,,,,91275,91275,21506,1,直近30日間の取引データなし,2026-09-14
67,「不思議な庭園」愛蔵版限定BOX,[Mysterious Garden] Collection Box,お宝 / 宝箱,Treasure / treasure chest,,,,,1536117,1536117,15361,1,直近30日間の取引データなし,2026-09-14
68,「Pearl Daydream」限定BOX,Time Garden Day Box,お宝 / 宝箱,Treasure / treasure chest,,,,,33298,62230,5223,3,直近30日間の取引データなし,2026-09-14
69,「Midnight Galaxy」限定BOX,Time Garden Midnight Box,お宝 / 宝箱,Treasure / treasure chest,14185,2026-08-26,1,14185,21891,62230,5223,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
80,M27:天下無双 先鋒版(専属),M27: Second to None Vanguard Edition (Exclusive),銃器,Weapon,768,2026-09-08,1,768,768,1536117,1536,550,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
81,M27:天下無双 豪華版(専属),M27: Second to None Enjoy Edition (Exclusive),銃器,Weapon,1536,2026-09-13,2,1536,1536,221215,3072,118,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
82,M27:天下無双 進化版(専属),M27: Second to None Advanced Edition (Exclusive),銃器,Weapon,,,,,3072,261140,6144,17,直近30日間の取引データなし,2026-09-14
83,M27:天下無双 旗艦版(専属),M27: Second to None Flagship Edition (Exclusive),銃器,Weapon,,,,,5530,21506,11060,19,直近30日間の取引データなし,2026-09-14
84,M27:天下無双 豪華版Ⅰ(専属),M27: Second to None Deluxe Edition I (Exclusive),銃器,Weapon,10753,2026-08-24,1,10753,10753,35899,21506,12,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
85,M27:天下無双 豪華版Ⅱ(専属),M27: Second to None Deluxe Edition II (Exclusive),銃器,Weapon,,,,,20738,135593,41475,2,直近30日間の取引データなし,2026-09-14
86,M27:天下無双 豪華版Ⅲ(専属),M27: Second to None Deluxe Edition III (Exclusive),銃器,Weapon,,,,,38403,312348,76806,21,直近30日間の取引データなし,2026-09-14
164,"HUNTER×HUNTER
トレーディングコラボガチャBOX",Hunter × Hunter collaboration Event Tradeable Lucky Draw,お宝 / 宝箱,Treasure / treasure chest,1763,2026-09-11,2,1585,1728,15361,1939,42,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
429,トレーディングコラボガチャ:Fate/stay night [Heaven's Feel],Tradable Lucky Draw: Fate/Stay Night [Heaven's Feel],お宝 / 宝箱,Treasure / treasure chest,1837,2026-09-04,4,1487,1644,15361,1066,25,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
430,AK-47:リヴァイ 進化版(専属),AK47: Strongest Human Enjoy Edition (Exclusive),銃器,Weapon,,,,,1229,7681,2458,26,直近30日間の取引データなし,2026-09-14
431,M4A1:進撃の巨人 先鋒版(専属),M4A1: Power Reverence Vanguard Edition (Exclusive),銃器,Weapon,768,2026-09-14,10,977,1321,1532037,1536,318,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
432,M4A1:進撃の巨人 旗艦版(専属),M4A1: Power Reverence Flagship Edition (Exclusive),銃器,Weapon,1865,2026-09-13,25,1957,1536,1536117,3072,85,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
433,M4A1:進撃の巨人 豪華旗艦版(専属),M4A1: Power Reverence Deluxe Flagship Edition (Exclusive),銃器,Weapon,3072,2026-09-11,16,3072,3072,16550,6144,48,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
434,AK-47:リヴァイ 先鋒版(専属),AK47: Strongest Human Vanguard Edition (Exclusive),銃器,Weapon,,,,,614,1536117,1229,382,直近30日間の取引データなし,2026-09-14
435,AK-47:リヴァイ 旗艦版(専属),AK47: Strongest Human Flagship Edition (Exclusive),銃器,Weapon,2304,2026-09-11,9,2331,2304,11206,4608,63,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
436,M16A4:自由の翼 先鋒版(専属),M16A4: Liberty Wind Vanguard Edition (Exclusive),銃器,Weapon,1456,2026-09-13,8,1041,1458,614447,1536,193,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
437,M16A4:自由の翼 進化版(専属),M16A4: Liberty Wind Enjoy Edition (Exclusive),銃器,Weapon,1948,2026-09-13,9,2368,2157,12444,3072,23,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
438,M16A4:自由の翼 旗艦版(専属),M16A4: Liberty Wind Flagship Edition (Exclusive),銃器,Weapon,3257,2026-09-14,51,3445,3521,20533,6144,56,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
443,M27:ドラゴンフォース 旗艦版(専属),M27: Dragon Force Flagship Edition (exclusive),銃器,Weapon,6144,2026-09-11,19,6144,6144,29692,12289,92,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
444,P90:ドラゴンフォース 先鋒版(専属),P90: Dragon Force Vanguard Edition (Exclusive),不明（カテゴリタグなし）,,768,2026-08-17,1,768,768,6100,1536,55,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
445,P90:ドラゴンフォース 豪華版(専属),P90: Dragon Force Enjoy Edition (Exclusive),不明（カテゴリタグなし）,,1851,2026-09-07,2,1843,2379,4037,3072,13,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
446,P90:ドラゴンフォース 旗艦版(専属),P90: Dragon Force Flagship Edition (exclusive),不明（カテゴリタグなし）,,3751,2026-09-13,6,3257,3106,307223,6144,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
447,SACR-L:ドラゴンフォース 先鋒版(専属),SACR-L: Dragon Force Vanguard Edition (Exclusive),銃器,Weapon,1536,2026-09-10,2,1536,2740,140627,3072,47,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
448,SACR-L:ドラゴンフォース 豪華版(専属),SACR-L: Dragon Force Enjoy Edition (Exclusive),銃器,Weapon,,,,,4716,16899,6144,8,直近30日間の取引データなし,2026-09-14
449,SACR-L:ドラゴンフォース 旗艦版(専属),SACR-L: Dragon Force Flagship Edition (Exclusive),銃器,Weapon,6144,2026-09-13,30,6144,6144,14696,12289,19,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
450,CS LR4:ドラゴンフォース 先鋒版(専属),CS/LR-4: Dragon Force Vanguard Edition (Exclusive),不明（カテゴリタグなし）,,3495,2026-09-14,4,3102,4341,5949,3512,8,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
451,CS LR4:ドラゴンフォース 豪華版(専属),CS/LR-4: Dragon Force Enjoy Edition (Exclusive),不明（カテゴリタグなし）,,7191,2026-09-13,5,6530,7521,8633,7601,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-14
