goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,4066,2026-09-20,15,3571,4446,1569187,6277,180,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,6277,2026-09-21,4,6277,6277,95926,12553,29,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12553,2026-09-02,1,12553,12553,12553,25107,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,23538,2026-08-31,2,23538,23538,25107,47076,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,42368,2026-09-17,3,42368,42368,42398,84736,6,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,,,,,125535,141227,251070,3,直近30日間の取引データなし,2026-09-21
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,,,,,353067,353067,706134,3,直近30日間の取引データなし,2026-09-21
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,6055,2026-09-21,39,5906,6057,1569187,8631,122,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,8739,2026-09-21,56,8707,8235,149032,17261,26,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,13809,2026-09-21,33,13809,14746,42131,34522,13,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
65,星宿:メカストームボックス,Starway: Mechanical Storm Box,お宝 / 宝箱,Treasure / treasure chest,,,,,21733,39230,21969,3,直近30日間の取引データなし,2026-09-21
66,星宿:ゴールドブレードボックス,Starway: Knife of the Golden Hall Box,お宝 / 宝箱,Treasure / treasure chest,,,,,93239,93239,21969,1,直近30日間の取引データなし,2026-09-21
67,「不思議な庭園」愛蔵版限定BOX,[Mysterious Garden] Collection Box,お宝 / 宝箱,Treasure / treasure chest,,,,,235378,1569187,15692,2,直近30日間の取引データなし,2026-09-21
68,「Pearl Daydream」限定BOX,Time Garden Day Box,お宝 / 宝箱,Treasure / treasure chest,,,,,34015,63569,5335,3,直近30日間の取引データなし,2026-09-21
69,「Midnight Galaxy」限定BOX,Time Garden Midnight Box,お宝 / 宝箱,Treasure / treasure chest,14490,2026-08-26,1,14490,22362,63569,5335,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
80,M27:天下無双 先鋒版(専属),M27: Second to None Vanguard Edition (Exclusive),銃器,Weapon,785,2026-09-17,2,785,785,1569187,1569,552,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
81,M27:天下無双 豪華版(専属),M27: Second to None Enjoy Edition (Exclusive),銃器,Weapon,1569,2026-09-15,2,1569,1569,225977,3138,117,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
82,M27:天下無双 進化版(専属),M27: Second to None Advanced Edition (Exclusive),銃器,Weapon,,,,,3138,266762,6277,17,直近30日間の取引データなし,2026-09-21
83,M27:天下無双 旗艦版(専属),M27: Second to None Flagship Edition (Exclusive),銃器,Weapon,,,,,5649,21969,11298,19,直近30日間の取引データなし,2026-09-21
84,M27:天下無双 豪華版Ⅰ(専属),M27: Second to None Deluxe Edition I (Exclusive),銃器,Weapon,10984,2026-08-24,1,10984,10984,36672,21969,12,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
85,M27:天下無双 豪華版Ⅱ(専属),M27: Second to None Deluxe Edition II (Exclusive),銃器,Weapon,,,,,21184,138512,42368,3,直近30日間の取引データなし,2026-09-21
86,M27:天下無双 豪華版Ⅲ(専属),M27: Second to None Deluxe Edition III (Exclusive),銃器,Weapon,,,,,39230,319072,78459,24,直近30日間の取引データなし,2026-09-21
164,"HUNTER×HUNTER
トレーディングコラボガチャBOX",Hunter × Hunter collaboration Event Tradeable Lucky Draw,お宝 / 宝箱,Treasure / treasure chest,1801,2026-09-11,2,1619,1455,15692,314,45,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
429,トレーディングコラボガチャ:Fate/stay night [Heaven's Feel],Tradable Lucky Draw: Fate/Stay Night [Heaven's Feel],お宝 / 宝箱,Treasure / treasure chest,1877,2026-09-04,4,1519,1677,15692,314,28,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
430,AK-47:リヴァイ 進化版(専属),AK47: Strongest Human Enjoy Edition (Exclusive),銃器,Weapon,,,,,1255,7846,2511,26,直近30日間の取引データなし,2026-09-21
431,M4A1:進撃の巨人 先鋒版(専属),M4A1: Power Reverence Vanguard Edition (Exclusive),銃器,Weapon,1080,2026-09-20,14,965,1177,1565019,1569,318,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
432,M4A1:進撃の巨人 旗艦版(専属),M4A1: Power Reverence Flagship Edition (Exclusive),銃器,Weapon,1941,2026-09-20,23,2034,1838,1569187,3138,85,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
433,M4A1:進撃の巨人 豪華旗艦版(専属),M4A1: Power Reverence Deluxe Flagship Edition (Exclusive),銃器,Weapon,3138,2026-09-21,20,3138,3138,16906,6277,45,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
434,AK-47:リヴァイ 先鋒版(専属),AK47: Strongest Human Vanguard Edition (Exclusive),銃器,Weapon,,,,,628,1569187,1255,382,直近30日間の取引データなし,2026-09-21
435,AK-47:リヴァイ 旗艦版(専属),AK47: Strongest Human Flagship Edition (Exclusive),銃器,Weapon,2354,2026-09-21,11,2354,2354,11447,4708,61,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
436,M16A4:自由の翼 先鋒版(専属),M16A4: Liberty Wind Vanguard Edition (Exclusive),銃器,Weapon,1506,2026-09-21,8,1109,1453,627675,1651,192,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
437,M16A4:自由の翼 進化版(専属),M16A4: Liberty Wind Enjoy Edition (Exclusive),銃器,Weapon,2602,2026-09-20,10,2420,2621,12712,3138,22,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
438,M16A4:自由の翼 旗艦版(専属),M16A4: Liberty Wind Flagship Edition (Exclusive),銃器,Weapon,4158,2026-09-21,52,3657,3876,20975,6277,54,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
443,M27:ドラゴンフォース 旗艦版(専属),M27: Dragon Force Flagship Edition (exclusive),銃器,Weapon,6277,2026-09-21,17,6277,6277,30331,12553,90,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
444,P90:ドラゴンフォース 先鋒版(専属),P90: Dragon Force Vanguard Edition (Exclusive),不明（カテゴリタグなし）,,,,,,785,6231,1569,55,直近30日間の取引データなし,2026-09-21
445,P90:ドラゴンフォース 豪華版(専属),P90: Dragon Force Enjoy Edition (Exclusive),不明（カテゴリタグなし）,,1891,2026-09-07,2,1883,2431,4124,3138,13,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
446,P90:ドラゴンフォース 旗艦版(専属),P90: Dragon Force Flagship Edition (exclusive),不明（カテゴリタグなし）,,3173,2026-09-16,5,3372,3138,313837,6277,8,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
447,SACR-L:ドラゴンフォース 先鋒版(専属),SACR-L: Dragon Force Vanguard Edition (Exclusive),銃器,Weapon,1569,2026-09-10,2,1569,2459,143654,3138,50,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
448,SACR-L:ドラゴンフォース 豪華版(専属),SACR-L: Dragon Force Enjoy Edition (Exclusive),銃器,Weapon,,,,,3884,17263,6277,9,直近30日間の取引データなし,2026-09-21
449,SACR-L:ドラゴンフォース 旗艦版(専属),SACR-L: Dragon Force Flagship Edition (Exclusive),銃器,Weapon,6277,2026-09-21,30,6277,6277,15012,12553,21,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
450,CS LR4:ドラゴンフォース 先鋒版(専属),CS/LR-4: Dragon Force Vanguard Edition (Exclusive),不明（カテゴリタグなし）,,3236,2026-09-20,7,3228,4435,6077,3637,8,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
451,CS LR4:ドラゴンフォース 豪華版(専属),CS/LR-4: Dragon Force Enjoy Edition (Exclusive),不明（カテゴリタグなし）,,5823,2026-09-18,5,6580,7683,8819,6405,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
452,CS LR4:ドラゴンフォース 旗艦版(専属),CS/LR-4: Dragon Force Flagship Edition (exclusive),不明（カテゴリタグなし）,,9591,2026-09-21,35,10717,10476,13664,11899,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
453,M27:ドラゴンフォース 先鋒版(専属),M27: Dragon Force Vanguard Edition (Exclusive),銃器,Weapon,,,,,1569,8651,3138,45,直近30日間の取引データなし,2026-09-21
454,M27:ドラゴンフォース 豪華版(専属),M27: Dragon Force Enjoy Edition (Exclusive),銃器,Weapon,3138,2026-09-13,3,3138,3138,12553,6277,12,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-21
466,HK50:炎炎ノ消防隊 先鋒版(専属),HK50: Blaze Firefighters Vanguard Edition (Exclusive),銃器,Weapon,,,,,769,5828,785,25,直近30日間の取引データなし,2026-09-21
