goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,3518,2026-09-17,16,3475,4031,1555791,6223,181,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-17
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,6223,2026-09-17,4,6223,6223,95107,12446,29,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-17
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12446,2026-09-02,3,12446,12446,12446,24893,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-17
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,23337,2026-08-31,3,23855,23337,24893,46674,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-17
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,42006,2026-09-17,4,42006,42006,42036,84013,6,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-17
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,,,,,124463,140021,248927,3,直近30日間の取引データなし,2026-09-17
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,,,,,350053,350053,700106,2,直近30日間の取引データなし,2026-09-17
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,5437,2026-09-16,37,5873,5601,1555791,8557,125,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-17
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,8171,2026-09-17,54,8538,8510,147760,17114,24,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-17
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,13691,2026-09-17,28,13691,13691,41771,34227,17,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-17
