goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,3927,2026-07-26,18,3768,3879,1636793,6547,181,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-27
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,,,,,6547,100059,13094,33,直近30日間の取引データなし,2026-07-27
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,13094,2026-07-17,2,13094,13094,13094,26189,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-27
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,24552,2026-07-17,2,24552,24552,24552,49104,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-27
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,44193,2026-07-20,3,44193,44193,74939,88387,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-27
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,130943,2026-07-11,1,130943,147311,147311,261887,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-27
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,,,,,368278,368278,736557,3,直近30日間の取引データなし,2026-07-27
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,6189,2026-07-26,36,6306,5798,1636793,9002,126,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-27
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,8613,2026-07-27,54,9028,8736,155453,18005,25,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-27
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,14404,2026-07-26,26,14923,14404,43946,36009,16,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-27
65,星宿:メカストームボックス,Starway: Mechanical Storm Box,お宝 / 宝箱,Treasure / treasure chest,,,,,26454,40920,22915,3,直近30日間の取引データなし,2026-07-27
66,星宿:ゴールドブレードボックス,Starway: Knife of the Golden Hall Box,お宝 / 宝箱,Treasure / treasure chest,,,,,97257,97257,22915,1,直近30日間の取引データなし,2026-07-27
67,「不思議な庭園」愛蔵版限定BOX,[Mysterious Garden] Collection Box,お宝 / 宝箱,Treasure / treasure chest,,,,,1636793,1636793,16368,1,直近30日間の取引データなし,2026-07-27
68,「Pearl Daydream」限定BOX,Time Garden Day Box,お宝 / 宝箱,Treasure / treasure chest,,,,,35481,66308,5565,3,直近30日間の取引データなし,2026-07-27
69,「Midnight Galaxy」限定BOX,Time Garden Midnight Box,お宝 / 宝箱,Treasure / treasure chest,,,,,14854,66308,5565,6,直近30日間の取引データなし,2026-07-27
80,M27:天下無双 先鋒版(専属),M27: Second to None Vanguard Edition (Exclusive),銃器,Weapon,,,,,818,1636793,1637,550,直近30日間の取引データなし,2026-07-27
81,M27:天下無双 豪華版(専属),M27: Second to None Enjoy Edition (Exclusive),銃器,Weapon,1637,2026-07-19,1,1637,1637,235713,3274,114,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-27
82,M27:天下無双 進化版(専属),M27: Second to None Advanced Edition (Exclusive),銃器,Weapon,,,,,3274,278255,6547,17,直近30日間の取引データなし,2026-07-27
83,M27:天下無双 旗艦版(専属),M27: Second to None Flagship Edition (Exclusive),銃器,Weapon,,,,,5892,22915,11785,21,直近30日間の取引データなし,2026-07-27
84,M27:天下無双 豪華版Ⅰ(専属),M27: Second to None Deluxe Edition I (Exclusive),銃器,Weapon,,,,,11458,38252,22915,13,直近30日間の取引データなし,2026-07-27
85,M27:天下無双 豪華版Ⅱ(専属),M27: Second to None Deluxe Edition II (Exclusive),銃器,Weapon,,,,,22097,144480,44193,2,直近30日間の取引データなし,2026-07-27
86,M27:天下無双 豪華版Ⅲ(専属),M27: Second to None Deluxe Edition III (Exclusive),銃器,Weapon,40920,2026-07-21,1,40920,40920,332819,81840,20,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-27
164,"HUNTER×HUNTER
トレーディングコラボガチャBOX",Hunter × Hunter collaboration Event Tradeable Lucky Draw,お宝 / 宝箱,Treasure / treasure chest,2498,2026-07-27,2,1345,2499,16368,1057,41,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-27
429,トレーディングコラボガチャ:Fate/stay night [Heaven's Feel],Tradable Lucky Draw: Fate/Stay Night [Heaven's Feel],お宝 / 宝箱,Treasure / treasure chest,1483,2026-07-18,2,1676,1363,16368,327,27,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-27
430,AK-47:リヴァイ 進化版(専属),AK47: Strongest Human Enjoy Edition (Exclusive),銃器,Weapon,,,,,1309,8184,2619,28,直近30日間の取引データなし,2026-07-27
431,M4A1:進撃の巨人 先鋒版(専属),M4A1: Power Reverence Vanguard Edition (Exclusive),銃器,Weapon,1164,2026-07-27,11,1187,1165,1632446,1637,316,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-27
432,M4A1:進撃の巨人 旗艦版(専属),M4A1: Power Reverence Flagship Edition (Exclusive),銃器,Weapon,1999,2026-07-25,27,1672,1841,1636793,3274,84,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-27
433,M4A1:進撃の巨人 豪華旗艦版(専属),M4A1: Power Reverence Deluxe Flagship Edition (Exclusive),銃器,Weapon,3274,2026-07-27,9,3274,3274,17635,6547,56,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-27
434,AK-47:リヴァイ 先鋒版(専属),AK47: Strongest Human Vanguard Edition (Exclusive),銃器,Weapon,,,,,655,1636793,1309,381,直近30日間の取引データなし,2026-07-27
