goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,3197,2026-09-01,13,3474,3295,1597877,6392,181,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-01
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,6392,2026-08-30,3,6392,6392,97680,12783,31,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-01
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12783,2026-08-21,3,12783,12783,12783,25566,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-01
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,23968,2026-08-31,7,24196,23968,23968,47936,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-01
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,43143,2026-08-22,4,43143,43143,47300,86285,8,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-01
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,127830,2026-08-11,1,127830,127830,143809,255660,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-01
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,359522,2026-08-11,2,359522,359522,359522,719045,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-01
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,6681,2026-09-01,41,5858,6614,1597877,8788,123,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-01
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,8632,2026-09-01,54,8440,8523,151757,17577,32,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-01
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,14061,2026-08-31,20,14061,14061,42901,35153,18,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-01
