goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,4224,2026-08-11,17,3515,3188,1593936,6376,182,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,6376,2026-08-06,1,6376,6376,97439,12751,35,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12751,2026-08-14,3,12751,12751,12751,25503,4,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,23909,2026-08-14,5,23909,0,0,47818,0,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,43036,2026-08-12,7,43571,43036,47184,86073,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,127515,2026-08-11,1,127515,127515,143454,255030,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,358636,2026-08-11,2,358636,358636,358636,717271,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,5421,2026-08-14,40,5718,5571,1593936,8767,123,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,8386,2026-08-14,55,8380,8467,151382,17533,32,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,14027,2026-08-13,22,14033,14027,42796,35067,18,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
65,星宿:メカストームボックス,Starway: Mechanical Storm Box,お宝 / 宝箱,Treasure / treasure chest,,,,,39847,39848,22315,2,直近30日間の取引データなし,2026-08-14
66,星宿:ゴールドブレードボックス,Starway: Knife of the Golden Hall Box,お宝 / 宝箱,Treasure / treasure chest,,,,,94710,94710,22315,1,直近30日間の取引データなし,2026-08-14
67,「不思議な庭園」愛蔵版限定BOX,[Mysterious Garden] Collection Box,お宝 / 宝箱,Treasure / treasure chest,17651,2026-08-09,1,17651,1593936,1593936,19416,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
68,「Pearl Daydream」限定BOX,Time Garden Day Box,お宝 / 宝箱,Treasure / treasure chest,,,,,34552,64572,5419,3,直近30日間の取引データなし,2026-08-14
69,「Midnight Galaxy」限定BOX,Time Garden Midnight Box,お宝 / 宝箱,Treasure / treasure chest,,,,,14726,64572,5419,6,直近30日間の取引データなし,2026-08-14
80,M27:天下無双 先鋒版(専属),M27: Second to None Vanguard Edition (Exclusive),銃器,Weapon,,,,,797,1593936,1594,550,直近30日間の取引データなし,2026-08-14
81,M27:天下無双 豪華版(専属),M27: Second to None Enjoy Edition (Exclusive),銃器,Weapon,1594,2026-07-19,1,1594,1594,229541,3188,118,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
82,M27:天下無双 進化版(専属),M27: Second to None Advanced Edition (Exclusive),銃器,Weapon,,,,,3188,270969,6376,18,直近30日間の取引データなし,2026-08-14
83,M27:天下無双 旗艦版(専属),M27: Second to None Flagship Edition (Exclusive),銃器,Weapon,,,,,5738,22315,11476,20,直近30日間の取引データなし,2026-08-14
84,M27:天下無双 豪華版Ⅰ(専属),M27: Second to None Deluxe Edition I (Exclusive),銃器,Weapon,,,,,11158,37250,22315,13,直近30日間の取引データなし,2026-08-14
85,M27:天下無双 豪華版Ⅱ(専属),M27: Second to None Deluxe Edition II (Exclusive),銃器,Weapon,,,,,21518,140697,43036,2,直近30日間の取引データなし,2026-08-14
86,M27:天下無双 豪華版Ⅲ(専属),M27: Second to None Deluxe Edition III (Exclusive),銃器,Weapon,39848,2026-07-21,1,39848,39848,324104,79697,21,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
164,"HUNTER×HUNTER
トレーディングコラボガチャBOX",Hunter × Hunter collaboration Event Tradeable Lucky Draw,お宝 / 宝箱,Treasure / treasure chest,2432,2026-07-27,2,1310,1940,15939,319,49,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
429,トレーディングコラボガチャ:Fate/stay night [Heaven's Feel],Tradable Lucky Draw: Fate/Stay Night [Heaven's Feel],お宝 / 宝箱,Treasure / treasure chest,1328,2026-07-29,2,1386,1328,15939,319,25,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
430,AK-47:リヴァイ 進化版(専属),AK47: Strongest Human Enjoy Edition (Exclusive),銃器,Weapon,1275,2026-07-30,2,1275,1275,7970,2550,27,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
431,M4A1:進撃の巨人 先鋒版(専属),M4A1: Power Reverence Vanguard Edition (Exclusive),銃器,Weapon,1165,2026-08-12,18,1094,1360,1589702,1594,316,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
432,M4A1:進撃の巨人 旗艦版(専属),M4A1: Power Reverence Flagship Edition (Exclusive),銃器,Weapon,1594,2026-08-13,25,1695,1648,1593936,3188,83,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
433,M4A1:進撃の巨人 豪華旗艦版(専属),M4A1: Power Reverence Deluxe Flagship Edition (Exclusive),銃器,Weapon,3188,2026-08-14,15,3188,3188,17173,6376,51,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
434,AK-47:リヴァイ 先鋒版(専属),AK47: Strongest Human Vanguard Edition (Exclusive),銃器,Weapon,638,2026-08-07,3,638,638,1593936,1275,381,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
435,AK-47:リヴァイ 旗艦版(専属),AK47: Strongest Human Flagship Edition (Exclusive),銃器,Weapon,2391,2026-08-10,4,2391,2391,11628,4782,55,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
436,M16A4:自由の翼 先鋒版(専属),M16A4: Liberty Wind Vanguard Edition (Exclusive),銃器,Weapon,969,2026-08-03,4,1016,1076,637574,1594,196,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
437,M16A4:自由の翼 進化版(専属),M16A4: Liberty Wind Enjoy Edition (Exclusive),銃器,Weapon,2966,2026-08-05,9,2553,2842,12912,3188,22,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
438,M16A4:自由の翼 旗艦版(専属),M16A4: Liberty Wind Flagship Edition (Exclusive),銃器,Weapon,3516,2026-08-14,51,3327,3390,21306,6376,65,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
443,M27:ドラゴンフォース 旗艦版(専属),M27: Dragon Force Flagship Edition (exclusive),銃器,Weapon,6376,2026-08-13,14,6379,6376,30809,12751,99,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
444,P90:ドラゴンフォース 先鋒版(専属),P90: Dragon Force Vanguard Edition (Exclusive),不明（カテゴリタグなし）,,,,,,797,6330,1594,52,直近30日間の取引データなし,2026-08-14
445,P90:ドラゴンフォース 豪華版(専属),P90: Dragon Force Enjoy Edition (Exclusive),不明（カテゴリタグなし）,,1717,2026-08-12,1,1717,1905,4189,3188,15,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
446,P90:ドラゴンフォース 旗艦版(専属),P90: Dragon Force Flagship Edition (exclusive),不明（カテゴリタグなし）,,3188,2026-08-05,3,3188,3188,318787,6376,9,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
447,SACR-L:ドラゴンフォース 先鋒版(専属),SACR-L: Dragon Force Vanguard Edition (Exclusive),銃器,Weapon,1741,2026-08-07,3,1643,1594,145920,3188,49,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
448,SACR-L:ドラゴンフォース 豪華版(専属),SACR-L: Dragon Force Enjoy Edition (Exclusive),銃器,Weapon,4807,2026-08-11,3,5673,4895,17535,6376,12,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
449,SACR-L:ドラゴンフォース 旗艦版(専属),SACR-L: Dragon Force Flagship Edition (Exclusive),銃器,Weapon,6376,2026-08-12,19,6376,6376,15249,12751,20,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
450,CS LR4:ドラゴンフォース 先鋒版(専属),CS/LR-4: Dragon Force Vanguard Edition (Exclusive),不明（カテゴリタグなし）,,3889,2026-08-07,5,3383,4304,6173,4278,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
451,CS LR4:ドラゴンフォース 豪華版(専属),CS/LR-4: Dragon Force Enjoy Edition (Exclusive),不明（カテゴリタグなし）,,6376,2026-07-31,1,6376,6376,8958,3985,6,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
452,CS LR4:ドラゴンフォース 旗艦版(専属),CS/LR-4: Dragon Force Flagship Edition (exclusive),不明（カテゴリタグなし）,,8862,2026-08-14,39,9415,9232,9729,9914,9,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
453,M27:ドラゴンフォース 先鋒版(専属),M27: Dragon Force Vanguard Edition (Exclusive),銃器,Weapon,1594,2026-08-07,2,1594,1594,8787,3188,43,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
454,M27:ドラゴンフォース 豪華版(専属),M27: Dragon Force Enjoy Edition (Exclusive),銃器,Weapon,3188,2026-08-08,3,3188,3188,12751,6376,12,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
466,HK50:炎炎ノ消防隊 先鋒版(専属),HK50: Blaze Firefighters Vanguard Edition (Exclusive),銃器,Weapon,781,2026-08-07,1,781,781,5920,859,25,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
467,HK50:炎炎ノ消防隊 豪華版(専属),HK50: Blaze Firefighters Enjoy Edition (Exclusive),銃器,Weapon,588,2026-08-08,3,630,1020,2640,1594,10,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
468,HK50:炎炎ノ消防隊 旗艦版(専属),HK50: Blaze Firefighters Flagship Edition (Exclusive),銃器,Weapon,950,2026-07-30,1,950,3188,6376,3188,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
469,M860:ハーレイ･クイン 先鋒版(専属),M860: Harley Quinn Vanguard Edition (Exclusive),不明（カテゴリタグなし）,,1430,2026-07-21,1,1430,2155,4179,797,8,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
470,M860:ハーレイ･クイン 豪華版(専属),M860: Harley Quinn Enjoy Edition (Exclusive),不明（カテゴリタグなし）,,1457,2026-08-12,2,2632,3438,4398,1602,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
471,M860:ハーレイ･クイン 旗艦版(専属),M860: Harley Quinn Flagship Edition (Exclusive),不明（カテゴリタグなし）,,,,,,6376,7173,3188,6,直近30日間の取引データなし,2026-08-14
472,AUG:ハーレイ･クイン 先鋒版(専属),AUG: Harley Quinn Vanguard Edition (Exclusive),銃器,Weapon,668,2026-08-08,2,421,789,4860,797,21,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
473,AUG:ハーレイ･クイン 豪華版(専属),AUG: Harley Quinn Enjoy Edition (Exclusive),銃器,Weapon,660,2026-07-27,1,660,1801,11382,1594,15,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
474,AUG:ハーレイ･クイン 旗艦版(専属),AUG: Harley Quinn Flagship Edition (exclusive),銃器,Weapon,1458,2026-08-12,1,1458,4782,30831,3188,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
476,初号機95式 Ⅲ型(専属),QBZ-95: Unit-01 Type III (Exclusive),銃器,Weapon,6177,2026-08-11,3,6932,6274,6274,6793,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
477,初号機95式 覚醒型(専属),QBZ-95: Unit-01 Awakening(Exclusive),銃器,Weapon,9264,2026-08-14,40,10654,9819,30871,12751,14,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
478,初号機95式 Ⅱ型(専属),QBZ-95: Unit-01 Type II (Exclusive),銃器,Weapon,3897,2026-08-14,30,3829,3899,10405,4232,6,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-14
