goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,4433,2026-07-31,19,3389,4434,1585379,6342,178,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-01
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,,,,,6342,96916,12683,33,直近30日間の取引データなし,2026-08-01
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12683,2026-07-30,3,12683,12683,12683,25366,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-01
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,23781,2026-07-17,1,23781,23781,23781,47561,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-01
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,42805,2026-08-01,5,43550,42805,72585,85610,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-01
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,126830,2026-07-11,1,126830,142684,142684,253661,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-01
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,,,,,356710,356710,713420,3,直近30日間の取引データなし,2026-08-01
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,5940,2026-08-01,37,5990,5993,1585379,8720,123,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-01
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,8818,2026-08-01,53,8704,8406,150570,17439,28,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-01
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,13951,2026-08-01,25,14475,13951,42566,34878,16,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-01
65,星宿:メカストームボックス,Starway: Mechanical Storm Box,お宝 / 宝箱,Treasure / treasure chest,,,,,39633,39634,22195,2,直近30日間の取引データなし,2026-08-01
66,星宿:ゴールドブレードボックス,Starway: Knife of the Golden Hall Box,お宝 / 宝箱,Treasure / treasure chest,,,,,94202,94202,22195,1,直近30日間の取引データなし,2026-08-01
67,「不思議な庭園」愛蔵版限定BOX,[Mysterious Garden] Collection Box,お宝 / 宝箱,Treasure / treasure chest,,,,,1585379,1585379,15854,1,直近30日間の取引データなし,2026-08-01
68,「Pearl Daydream」限定BOX,Time Garden Day Box,お宝 / 宝箱,Treasure / treasure chest,,,,,34366,64225,5390,3,直近30日間の取引データなし,2026-08-01
69,「Midnight Galaxy」限定BOX,Time Garden Midnight Box,お宝 / 宝箱,Treasure / treasure chest,,,,,14226,64225,5390,6,直近30日間の取引データなし,2026-08-01
80,M27:天下無双 先鋒版(専属),M27: Second to None Vanguard Edition (Exclusive),銃器,Weapon,,,,,793,1585379,1585,552,直近30日間の取引データなし,2026-08-01
81,M27:天下無双 豪華版(専属),M27: Second to None Enjoy Edition (Exclusive),銃器,Weapon,1585,2026-07-19,1,1585,1585,228309,3171,115,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-01
82,M27:天下無双 進化版(専属),M27: Second to None Advanced Edition (Exclusive),銃器,Weapon,,,,,3171,269514,6342,17,直近30日間の取引データなし,2026-08-01
