goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,3178,2026-08-21,13,3627,3178,1588791,6355,182,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-23
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,6355,2026-08-19,2,6355,6355,97124,12710,33,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-23
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12710,2026-08-21,4,12710,12710,12710,25421,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-23
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,25421,2026-08-18,5,24150,0,0,47664,0,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-23
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,42897,2026-08-22,7,43430,42897,47031,85795,6,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-23
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,127103,2026-08-11,1,127103,127103,142991,254206,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-23
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,357478,2026-08-11,2,357478,357478,357478,714956,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-23
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,6255,2026-08-23,40,5661,6288,1588791,8738,120,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-23
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,8473,2026-08-23,54,8307,8715,150894,17477,25,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-23
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,13981,2026-08-23,20,13982,13981,42657,34953,21,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-23
65,星宿:メカストームボックス,Starway: Mechanical Storm Box,お宝 / 宝箱,Treasure / treasure chest,,,,,39718,39720,22243,2,直近30日間の取引データなし,2026-08-23
66,星宿:ゴールドブレードボックス,Starway: Knife of the Golden Hall Box,お宝 / 宝箱,Treasure / treasure chest,,,,,94404,94404,22243,1,直近30日間の取引データなし,2026-08-23
67,「不思議な庭園」愛蔵版限定BOX,[Mysterious Garden] Collection Box,お宝 / 宝箱,Treasure / treasure chest,17594,2026-08-09,1,17594,317758,1588791,15888,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-23
68,「Pearl Daydream」限定BOX,Time Garden Day Box,お宝 / 宝箱,Treasure / treasure chest,,,,,34440,64363,5402,3,直近30日間の取引データなし,2026-08-23
69,「Midnight Galaxy」限定BOX,Time Garden Midnight Box,お宝 / 宝箱,Treasure / treasure chest,,,,,14671,64363,5402,6,直近30日間の取引データなし,2026-08-23
80,M27:天下無双 先鋒版(専属),M27: Second to None Vanguard Edition (Exclusive),銃器,Weapon,,,,,794,1588791,1589,549,直近30日間の取引データなし,2026-08-23
81,M27:天下無双 豪華版(専属),M27: Second to None Enjoy Edition (Exclusive),銃器,Weapon,1589,2026-08-22,1,1589,1589,228800,3178,118,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-23
82,M27:天下無双 進化版(専属),M27: Second to None Advanced Edition (Exclusive),銃器,Weapon,,,,,3178,270094,6355,17,直近30日間の取引データなし,2026-08-23
83,M27:天下無双 旗艦版(専属),M27: Second to None Flagship Edition (Exclusive),銃器,Weapon,5720,2026-08-15,1,5720,5720,22243,11439,19,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-23
84,M27:天下無双 豪華版Ⅰ(専属),M27: Second to None Deluxe Edition I (Exclusive),銃器,Weapon,,,,,11122,37130,22243,13,直近30日間の取引データなし,2026-08-23
85,M27:天下無双 豪華版Ⅱ(専属),M27: Second to None Deluxe Edition II (Exclusive),銃器,Weapon,,,,,21449,140243,42897,2,直近30日間の取引データなし,2026-08-23
86,M27:天下無双 豪華版Ⅲ(専属),M27: Second to None Deluxe Edition III (Exclusive),銃器,Weapon,,,,,39720,323058,79440,21,直近30日間の取引データなし,2026-08-23
164,"HUNTER×HUNTER
トレーディングコラボガチャBOX",Hunter × Hunter collaboration Event Tradeable Lucky Draw,お宝 / 宝箱,Treasure / treasure chest,2424,2026-07-27,2,1306,1934,15888,318,49,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-23
