goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,4493,2026-07-31,18,3374,4490,1605745,6423,179,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-31
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,,,,,6423,98161,12846,33,直近30日間の取引データなし,2026-07-31
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12846,2026-07-30,3,12846,12846,12846,25692,4,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-31
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,24086,2026-07-17,1,24086,24086,24086,48172,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-31
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,47125,2026-07-30,4,44298,43355,73517,86710,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-31
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,128460,2026-07-11,1,128460,144517,144517,256919,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-31
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,,,,,361293,361293,722585,3,直近30日間の取引データなし,2026-07-31
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,5716,2026-07-31,37,6086,6015,1605745,8832,125,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-31
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,9129,2026-07-31,53,8887,9007,152504,17663,25,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-31
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,14131,2026-07-30,25,14661,14131,43113,35326,17,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-31
65,星宿:メカストームボックス,Starway: Mechanical Storm Box,お宝 / 宝箱,Treasure / treasure chest,,,,,40142,40144,22480,2,直近30日間の取引データなし,2026-07-31
66,星宿:ゴールドブレードボックス,Starway: Knife of the Golden Hall Box,お宝 / 宝箱,Treasure / treasure chest,,,,,95412,95412,22480,1,直近30日間の取引データなし,2026-07-31
67,「不思議な庭園」愛蔵版限定BOX,[Mysterious Garden] Collection Box,お宝 / 宝箱,Treasure / treasure chest,,,,,1605745,1605745,16057,1,直近30日間の取引データなし,2026-07-31
68,「Pearl Daydream」限定BOX,Time Garden Day Box,お宝 / 宝箱,Treasure / treasure chest,,,,,34808,65050,5460,3,直近30日間の取引データなし,2026-07-31
69,「Midnight Galaxy」限定BOX,Time Garden Midnight Box,お宝 / 宝箱,Treasure / treasure chest,,,,,14408,65050,5460,6,直近30日間の取引データなし,2026-07-31
