goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,4318,2026-09-11,16,3423,3491,1543890,6176,182,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-15
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,6176,2026-09-13,3,6176,6176,94380,12351,30,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-15
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12351,2026-09-02,3,12351,12351,12351,24702,4,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-15
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,23158,2026-08-31,3,23673,23158,24702,46317,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-15
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,41685,2026-09-14,3,41685,41685,41714,83370,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-15
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,,,,,123511,138950,247022,3,直近30日間の取引データなし,2026-09-15
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,,,,,347375,347375,694751,2,直近30日間の取引データなし,2026-09-15
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,5651,2026-09-15,38,5817,5610,1543890,8491,125,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-15
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,8567,2026-09-15,55,8410,8075,146629,16983,27,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-15
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,13586,2026-09-15,27,13586,13586,41452,33966,18,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-15
65,星宿:メカストームボックス,Starway: Mechanical Storm Box,お宝 / 宝箱,Treasure / treasure chest,,,,,21678,38597,21614,3,直近30日間の取引データなし,2026-09-15
66,星宿:ゴールドブレードボックス,Starway: Knife of the Golden Hall Box,お宝 / 宝箱,Treasure / treasure chest,,,,,91736,91736,21614,1,直近30日間の取引データなし,2026-09-15
67,「不思議な庭園」愛蔵版限定BOX,[Mysterious Garden] Collection Box,お宝 / 宝箱,Treasure / treasure chest,,,,,1543890,1543890,15439,1,直近30日間の取引データなし,2026-09-15
68,「Pearl Daydream」限定BOX,Time Garden Day Box,お宝 / 宝箱,Treasure / treasure chest,,,,,33467,62545,5249,3,直近30日間の取引データなし,2026-09-15
69,「Midnight Galaxy」限定BOX,Time Garden Midnight Box,お宝 / 宝箱,Treasure / treasure chest,14256,2026-08-26,1,14256,22002,62545,5249,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-15
80,M27:天下無双 先鋒版(専属),M27: Second to None Vanguard Edition (Exclusive),銃器,Weapon,772,2026-09-08,1,772,772,1543890,1544,551,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-15
81,M27:天下無双 豪華版(専属),M27: Second to None Enjoy Edition (Exclusive),銃器,Weapon,1544,2026-09-15,3,1544,1544,222334,3088,117,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-15
82,M27:天下無双 進化版(専属),M27: Second to None Advanced Edition (Exclusive),銃器,Weapon,,,,,3088,262461,6176,17,直近30日間の取引データなし,2026-09-15
83,M27:天下無双 旗艦版(専属),M27: Second to None Flagship Edition (Exclusive),銃器,Weapon,,,,,5558,21614,11116,19,直近30日間の取引データなし,2026-09-15
