goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,4301,2026-09-11,17,3390,4356,1537596,6150,179,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-12
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,6150,2026-08-30,2,6150,6150,93995,12301,29,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-12
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12301,2026-09-02,4,12301,12301,12301,24602,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-12
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,23064,2026-08-31,4,23448,23064,24602,46128,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-12
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,41515,2026-09-10,2,41515,41515,41544,83030,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-12
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,,,,,123008,138384,246015,3,直近30日間の取引データなし,2026-09-12
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,,,,,345959,345959,691918,2,直近30日間の取引データなし,2026-09-12
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,5909,2026-09-12,41,5741,6126,1537596,8457,123,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-12
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,8698,2026-09-12,53,8267,8262,146032,16914,21,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-12
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,13531,2026-09-12,27,13531,13531,41283,33827,18,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-12
65,星宿:メカストームボックス,Starway: Mechanical Storm Box,お宝 / 宝箱,Treasure / treasure chest,,,,,21589,38440,21526,3,直近30日間の取引データなし,2026-09-12
66,星宿:ゴールドブレードボックス,Starway: Knife of the Golden Hall Box,お宝 / 宝箱,Treasure / treasure chest,,,,,91362,91362,21526,1,直近30日間の取引データなし,2026-09-12
67,「不思議な庭園」愛蔵版限定BOX,[Mysterious Garden] Collection Box,お宝 / 宝箱,Treasure / treasure chest,,,,,261238,1537596,15376,2,直近30日間の取引データなし,2026-09-12
68,「Pearl Daydream」限定BOX,Time Garden Day Box,お宝 / 宝箱,Treasure / treasure chest,,,,,33330,62290,5228,3,直近30日間の取引データなし,2026-09-12
69,「Midnight Galaxy」限定BOX,Time Garden Midnight Box,お宝 / 宝箱,Treasure / treasure chest,14198,2026-08-26,1,14198,21912,62290,5228,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-12
80,M27:天下無双 先鋒版(専属),M27: Second to None Vanguard Edition (Exclusive),銃器,Weapon,769,2026-09-08,1,769,769,1537596,1538,550,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-12
81,M27:天下無双 豪華版(専属),M27: Second to None Enjoy Edition (Exclusive),銃器,Weapon,1538,2026-08-22,1,1538,1538,221428,3075,117,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-12
82,M27:天下無双 進化版(専属),M27: Second to None Advanced Edition (Exclusive),銃器,Weapon,,,,,3075,261391,6150,17,直近30日間の取引データなし,2026-09-12
83,M27:天下無双 旗艦版(専属),M27: Second to None Flagship Edition (Exclusive),銃器,Weapon,5535,2026-08-15,1,5535,5535,21526,11071,19,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-12
84,M27:天下無双 豪華版Ⅰ(専属),M27: Second to None Deluxe Edition I (Exclusive),銃器,Weapon,10763,2026-08-24,1,10763,10763,35934,21526,12,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-12
85,M27:天下無双 豪華版Ⅱ(専属),M27: Second to None Deluxe Edition II (Exclusive),銃器,Weapon,,,,,20758,135724,41515,2,直近30日間の取引データなし,2026-09-12
86,M27:天下無双 豪華版Ⅲ(専属),M27: Second to None Deluxe Edition III (Exclusive),銃器,Weapon,,,,,38440,312649,76880,21,直近30日間の取引データなし,2026-09-12
164,"HUNTER×HUNTER
トレーディングコラボガチャBOX",Hunter × Hunter collaboration Event Tradeable Lucky Draw,お宝 / 宝箱,Treasure / treasure chest,1765,2026-09-11,2,1587,1759,15376,1940,47,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-12
