goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,4313,2026-08-30,12,3502,3203,1600451,6402,182,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-31
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,6402,2026-08-30,3,6402,6402,97837,12804,31,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-31
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12804,2026-08-21,3,12804,12804,12804,25607,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-31
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,24007,2026-08-25,6,24274,24007,24007,48014,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-31
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,43212,2026-08-22,5,43212,43212,47377,86424,8,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-31
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,128036,2026-08-11,1,128036,128036,144041,256072,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-31
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,360101,2026-08-11,2,360101,360101,360101,720203,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-31
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,6615,2026-08-31,41,5851,6699,1600451,8802,121,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-31
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,8735,2026-08-31,54,8448,8734,152001,17605,29,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-31
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,14084,2026-08-31,21,14084,14084,42971,35210,18,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-31
65,星宿:メカストームボックス,Starway: Mechanical Storm Box,お宝 / 宝箱,Treasure / treasure chest,,,,,21564,40011,22406,3,直近30日間の取引データなし,2026-08-31
66,星宿:ゴールドブレードボックス,Starway: Knife of the Golden Hall Box,お宝 / 宝箱,Treasure / treasure chest,,,,,95097,95097,22406,1,直近30日間の取引データなし,2026-08-31
67,「不思議な庭園」愛蔵版限定BOX,[Mysterious Garden] Collection Box,お宝 / 宝箱,Treasure / treasure chest,17723,2026-08-09,1,17723,320090,1600451,16005,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-31
68,「Pearl Daydream」限定BOX,Time Garden Day Box,お宝 / 宝箱,Treasure / treasure chest,,,,,34693,64836,5442,3,直近30日間の取引データなし,2026-08-31
69,「Midnight Galaxy」限定BOX,Time Garden Midnight Box,お宝 / 宝箱,Treasure / treasure chest,14779,2026-08-26,1,14779,22808,64836,16256,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-31
80,M27:天下無双 先鋒版(専属),M27: Second to None Vanguard Edition (Exclusive),銃器,Weapon,,,,,800,1600451,1600,552,直近30日間の取引データなし,2026-08-31
81,M27:天下無双 豪華版(専属),M27: Second to None Enjoy Edition (Exclusive),銃器,Weapon,1600,2026-08-22,1,1600,1600,230479,3201,118,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-31
82,M27:天下無双 進化版(専属),M27: Second to None Advanced Edition (Exclusive),銃器,Weapon,,,,,3201,272077,6402,17,直近30日間の取引データなし,2026-08-31
83,M27:天下無双 旗艦版(専属),M27: Second to None Flagship Edition (Exclusive),銃器,Weapon,5762,2026-08-15,1,5762,5762,22406,11523,19,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-31
84,M27:天下無双 豪華版Ⅰ(専属),M27: Second to None Deluxe Edition I (Exclusive),銃器,Weapon,11203,2026-08-24,1,11203,11203,37403,22406,12,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-31
85,M27:天下無双 豪華版Ⅱ(専属),M27: Second to None Deluxe Edition II (Exclusive),銃器,Weapon,,,,,21606,141272,43212,2,直近30日間の取引データなし,2026-08-31
86,M27:天下無双 豪華版Ⅲ(専属),M27: Second to None Deluxe Edition III (Exclusive),銃器,Weapon,,,,,40011,325429,80023,21,直近30日間の取引データなし,2026-08-31
164,"HUNTER×HUNTER
トレーディングコラボガチャBOX",Hunter × Hunter collaboration Event Tradeable Lucky Draw,お宝 / 宝箱,Treasure / treasure chest,,,,,1842,16005,320,49,直近30日間の取引データなし,2026-08-31
429,トレーディングコラボガチャ:Fate/stay night [Heaven's Feel],Tradable Lucky Draw: Fate/Stay Night [Heaven's Feel],お宝 / 宝箱,Treasure / treasure chest,1365,2026-08-23,2,1349,1316,16005,320,26,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-31
