goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,3993,2026-09-05,14,3491,3123,1561729,6247,181,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-06
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,6247,2026-08-30,2,6247,6247,95470,12494,30,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-06
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12494,2026-09-02,4,12494,12494,12494,24988,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-06
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,23426,2026-08-31,5,23738,23426,23426,46852,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-06
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,42167,2026-08-22,2,42167,42167,46230,84333,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-06
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,124938,2026-08-11,1,124938,124938,140556,249877,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-06
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,351389,2026-08-11,2,351389,351389,351389,702778,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-06
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,5819,2026-09-06,40,5768,5817,1561729,8590,132,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-06
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,8518,2026-09-06,53,8278,8694,148324,17179,29,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-06
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,13743,2026-09-06,23,13743,13743,41931,34358,19,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-06
65,星宿:メカストームボックス,Starway: Mechanical Storm Box,お宝 / 宝箱,Treasure / treasure chest,,,,,39042,39043,21864,2,直近30日間の取引データなし,2026-09-06
66,星宿:ゴールドブレードボックス,Starway: Knife of the Golden Hall Box,お宝 / 宝箱,Treasure / treasure chest,,,,,92796,92796,21864,1,直近30日間の取引データなし,2026-09-06
67,「不思議な庭園」愛蔵版限定BOX,[Mysterious Garden] Collection Box,お宝 / 宝箱,Treasure / treasure chest,17295,2026-08-09,1,17295,312190,1561729,15617,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-06
68,「Pearl Daydream」限定BOX,Time Garden Day Box,お宝 / 宝箱,Treasure / treasure chest,,,,,33854,63267,5310,3,直近30日間の取引データなし,2026-09-06
69,「Midnight Galaxy」限定BOX,Time Garden Midnight Box,お宝 / 宝箱,Treasure / treasure chest,14421,2026-08-26,1,14421,22256,63267,5310,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-06
80,M27:天下無双 先鋒版(専属),M27: Second to None Vanguard Edition (Exclusive),銃器,Weapon,,,,,781,1561729,1562,552,直近30日間の取引データなし,2026-09-06
81,M27:天下無双 豪華版(専属),M27: Second to None Enjoy Edition (Exclusive),銃器,Weapon,1562,2026-08-22,1,1562,1562,224903,3123,117,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-06
82,M27:天下無双 進化版(専属),M27: Second to None Advanced Edition (Exclusive),銃器,Weapon,,,,,3123,265494,6247,17,直近30日間の取引データなし,2026-09-06
83,M27:天下無双 旗艦版(専属),M27: Second to None Flagship Edition (Exclusive),銃器,Weapon,5622,2026-08-15,1,5622,5622,21864,11244,19,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-06
84,M27:天下無双 豪華版Ⅰ(専属),M27: Second to None Deluxe Edition I (Exclusive),銃器,Weapon,10932,2026-08-24,1,10932,10932,36498,21864,12,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-06
85,M27:天下無双 豪華版Ⅱ(専属),M27: Second to None Deluxe Edition II (Exclusive),銃器,Weapon,,,,,21083,137854,42167,2,直近30日間の取引データなし,2026-09-06
86,M27:天下無双 豪華版Ⅲ(専属),M27: Second to None Deluxe Edition III (Exclusive),銃器,Weapon,,,,,39043,317556,78086,21,直近30日間の取引データなし,2026-09-06
164,"HUNTER×HUNTER
トレーディングコラボガチャBOX",Hunter × Hunter collaboration Event Tradeable Lucky Draw,お宝 / 宝箱,Treasure / treasure chest,1431,2026-09-03,1,1431,1796,15617,1573,47,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-06
429,トレーディングコラボガチャ:Fate/stay night [Heaven's Feel],Tradable Lucky Draw: Fate/Stay Night [Heaven's Feel],お宝 / 宝箱,Treasure / treasure chest,1868,2026-09-04,5,1470,2418,15617,1762,19,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-06
430,AK-47:リヴァイ 進化版(専属),AK47: Strongest Human Enjoy Edition (Exclusive),銃器,Weapon,,,,,1249,7809,2499,26,直近30日間の取引データなし,2026-09-06
431,M4A1:進撃の巨人 先鋒版(専属),M4A1: Power Reverence Vanguard Edition (Exclusive),銃器,Weapon,979,2026-09-06,11,1081,1343,1557581,1562,316,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-06
432,M4A1:進撃の巨人 旗艦版(専属),M4A1: Power Reverence Flagship Edition (Exclusive),銃器,Weapon,2418,2026-09-04,27,1880,1562,1561729,3123,85,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-06
433,M4A1:進撃の巨人 豪華旗艦版(専属),M4A1: Power Reverence Deluxe Flagship Edition (Exclusive),銃器,Weapon,3123,2026-09-03,19,3123,3123,16826,6247,46,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-06
434,AK-47:リヴァイ 先鋒版(専属),AK47: Strongest Human Vanguard Edition (Exclusive),銃器,Weapon,,,,,625,1561729,1249,382,直近30日間の取引データなし,2026-09-06
435,AK-47:リヴァイ 旗艦版(専属),AK47: Strongest Human Flagship Edition (Exclusive),銃器,Weapon,2343,2026-09-02,8,2373,2343,11393,4685,60,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-06
