goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,3478,2026-08-20,12,3663,3177,1588265,6353,181,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-21
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,6353,2026-08-19,2,6353,6353,97092,12706,31,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-21
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12706,2026-08-21,4,12706,12706,12706,25412,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-21
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,25412,2026-08-18,5,24142,0,0,47648,0,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-21
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,42883,2026-08-12,6,43505,42883,47016,85766,6,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-21
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,127061,2026-08-11,1,127061,127061,142944,254122,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-21
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,357360,2026-08-11,2,357360,357360,357360,714719,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-21
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,5796,2026-08-19,41,5638,6251,1588265,8735,120,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-21
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,8454,2026-08-21,55,8332,8437,150844,17471,28,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-21
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,13977,2026-08-21,20,13977,13977,42643,34942,18,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-21
65,星宿:メカストームボックス,Starway: Mechanical Storm Box,お宝 / 宝箱,Treasure / treasure chest,,,,,39705,39707,22236,2,直近30日間の取引データなし,2026-08-21
66,星宿:ゴールドブレードボックス,Starway: Knife of the Golden Hall Box,お宝 / 宝箱,Treasure / treasure chest,,,,,94373,94373,22236,1,直近30日間の取引データなし,2026-08-21
67,「不思議な庭園」愛蔵版限定BOX,[Mysterious Garden] Collection Box,お宝 / 宝箱,Treasure / treasure chest,17588,2026-08-09,1,17588,317653,1588265,15883,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-21
68,「Pearl Daydream」限定BOX,Time Garden Day Box,お宝 / 宝箱,Treasure / treasure chest,,,,,34429,64342,5400,3,直近30日間の取引データなし,2026-08-21
69,「Midnight Galaxy」限定BOX,Time Garden Midnight Box,お宝 / 宝箱,Treasure / treasure chest,,,,,14666,64342,5400,6,直近30日間の取引データなし,2026-08-21
80,M27:天下無双 先鋒版(専属),M27: Second to None Vanguard Edition (Exclusive),銃器,Weapon,,,,,794,1588265,1588,547,直近30日間の取引データなし,2026-08-21
81,M27:天下無双 豪華版(専属),M27: Second to None Enjoy Edition (Exclusive),銃器,Weapon,,,,,1588,228725,3177,119,直近30日間の取引データなし,2026-08-21
82,M27:天下無双 進化版(専属),M27: Second to None Advanced Edition (Exclusive),銃器,Weapon,,,,,3177,270005,6353,17,直近30日間の取引データなし,2026-08-21
83,M27:天下無双 旗艦版(専属),M27: Second to None Flagship Edition (Exclusive),銃器,Weapon,5718,2026-08-15,1,5718,5718,22236,11436,19,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-21
