goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,3497,2026-09-07,15,3492,3884,1561770,6247,180,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-07
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,6247,2026-08-30,2,6247,6247,95473,12494,29,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-07
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12494,2026-09-02,4,12494,12494,12494,24988,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-07
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,23427,2026-08-31,5,23739,23427,23427,46853,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-07
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,42168,2026-08-22,2,42168,42168,46232,84336,8,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-07
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,124942,2026-08-11,1,124942,124942,140559,249883,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-07
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,351398,2026-08-11,1,351398,351398,351398,702797,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-07
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,5644,2026-09-07,40,5772,5779,1561770,8590,133,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-07
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,8694,2026-09-07,54,8291,8704,148328,17179,27,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-07
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,13744,2026-09-06,23,13744,13744,41932,34359,23,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-07
65,星宿:メカストームボックス,Starway: Mechanical Storm Box,お宝 / 宝箱,Treasure / treasure chest,,,,,39043,39044,21865,2,直近30日間の取引データなし,2026-09-07
66,星宿:ゴールドブレードボックス,Starway: Knife of the Golden Hall Box,お宝 / 宝箱,Treasure / treasure chest,,,,,92799,92799,21865,1,直近30日間の取引データなし,2026-09-07
67,「不思議な庭園」愛蔵版限定BOX,[Mysterious Garden] Collection Box,お宝 / 宝箱,Treasure / treasure chest,17295,2026-08-09,1,17295,312198,1561770,15618,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-07
