goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,4228,2026-09-26,15,3638,4463,1575398,6302,179,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-26
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,6302,2026-09-21,4,6302,6302,96306,12603,29,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-26
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12603,2026-09-23,2,12603,12603,12603,25206,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-26
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,23631,2026-09-24,2,23631,23631,25206,47262,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-26
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,42536,2026-09-25,5,42575,42536,42566,85071,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-26
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,,,,,126032,141786,252064,3,直近30日間の取引データなし,2026-09-26
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,,,,,354464,354464,708929,3,直近30日間の取引データなし,2026-09-26
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,6999,2026-09-26,40,6031,7001,1575398,8665,115,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-26
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,8540,2026-09-26,56,8704,8654,149622,17329,24,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-26
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,13863,2026-09-25,32,13902,13863,42298,34659,14,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-26
65,星宿:メカストームボックス,Starway: Mechanical Storm Box,お宝 / 宝箱,Treasure / treasure chest,,,,,21819,39385,22056,3,直近30日間の取引データなし,2026-09-26
66,星宿:ゴールドブレードボックス,Starway: Knife of the Golden Hall Box,お宝 / 宝箱,Treasure / treasure chest,,,,,93609,93609,22056,1,直近30日間の取引データなし,2026-09-26
67,「不思議な庭園」愛蔵版限定BOX,[Mysterious Garden] Collection Box,お宝 / 宝箱,Treasure / treasure chest,,,,,236310,1575398,15754,2,直近30日間の取引データなし,2026-09-26
68,「Pearl Daydream」限定BOX,Time Garden Day Box,お宝 / 宝箱,Treasure / treasure chest,,,,,29170,63821,5356,4,直近30日間の取引データなし,2026-09-26
69,「Midnight Galaxy」限定BOX,Time Garden Midnight Box,お宝 / 宝箱,Treasure / treasure chest,,,,,22451,63821,5356,5,直近30日間の取引データなし,2026-09-26
80,M27:天下無双 先鋒版(専属),M27: Second to None Vanguard Edition (Exclusive),銃器,Weapon,788,2026-09-17,2,788,788,1575398,1575,551,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-26
81,M27:天下無双 豪華版(専属),M27: Second to None Enjoy Edition (Exclusive),銃器,Weapon,1575,2026-09-22,3,1575,1575,226871,3151,116,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-26
82,M27:天下無双 進化版(専属),M27: Second to None Advanced Edition (Exclusive),銃器,Weapon,,,,,3151,267818,6302,18,直近30日間の取引データなし,2026-09-26
83,M27:天下無双 旗艦版(専属),M27: Second to None Flagship Edition (Exclusive),銃器,Weapon,,,,,5671,22056,11343,19,直近30日間の取引データなし,2026-09-26
84,M27:天下無双 豪華版Ⅰ(専属),M27: Second to None Deluxe Edition I (Exclusive),銃器,Weapon,,,,,11028,36817,22056,12,直近30日間の取引データなし,2026-09-26
85,M27:天下無双 豪華版Ⅱ(専属),M27: Second to None Deluxe Edition II (Exclusive),銃器,Weapon,,,,,21268,139060,42536,3,直近30日間の取引データなし,2026-09-26
86,M27:天下無双 豪華版Ⅲ(専属),M27: Second to None Deluxe Edition III (Exclusive),銃器,Weapon,39385,2026-09-25,2,39385,39385,320335,78770,20,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-26
164,"HUNTER×HUNTER
トレーディングコラボガチャBOX",Hunter × Hunter collaboration Event Tradeable Lucky Draw,お宝 / 宝箱,Treasure / treasure chest,1809,2026-09-11,2,1626,1352,15754,315,48,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-26
429,トレーディングコラボガチャ:Fate/stay night [Heaven's Feel],Tradable Lucky Draw: Fate/Stay Night [Heaven's Feel],お宝 / 宝箱,Treasure / treasure chest,1884,2026-09-04,3,1586,1155,15754,315,27,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-26
430,AK-47:リヴァイ 進化版(専属),AK47: Strongest Human Enjoy Edition (Exclusive),銃器,Weapon,,,,,1260,7877,2521,27,直近30日間の取引データなし,2026-09-26
431,M4A1:進撃の巨人 先鋒版(専属),M4A1: Power Reverence Vanguard Edition (Exclusive),銃器,Weapon,1155,2026-09-26,16,999,1355,1571213,1575,319,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-26
432,M4A1:進撃の巨人 旗艦版(専属),M4A1: Power Reverence Flagship Edition (Exclusive),銃器,Weapon,2239,2026-09-26,25,2036,2908,1575398,3151,80,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-26
