goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,3302,2026-08-25,15,3580,3875,1591254,6365,179,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-25
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,6365,2026-08-19,2,6365,6365,97275,12730,33,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-25
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12730,2026-08-21,4,12730,12730,12730,25460,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-25
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,23869,2026-08-25,6,24134,0,0,47738,0,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-25
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,42964,2026-08-22,7,43498,42964,47104,85928,6,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-25
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,127300,2026-08-11,1,127300,127300,143213,254601,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-25
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,358032,2026-08-11,2,358032,358032,358032,716064,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-25
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,6214,2026-08-25,42,5703,5913,1591254,8752,117,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-25
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,8699,2026-08-25,54,8337,8128,151128,17504,24,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-25
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,14003,2026-08-25,20,14003,14003,42724,35008,19,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-25
65,星宿:メカストームボックス,Starway: Mechanical Storm Box,お宝 / 宝箱,Treasure / treasure chest,,,,,39780,39781,22278,2,直近30日間の取引データなし,2026-08-25
66,星宿:ゴールドブレードボックス,Starway: Knife of the Golden Hall Box,お宝 / 宝箱,Treasure / treasure chest,,,,,94551,94551,22278,1,直近30日間の取引データなし,2026-08-25
67,「不思議な庭園」愛蔵版限定BOX,[Mysterious Garden] Collection Box,お宝 / 宝箱,Treasure / treasure chest,17622,2026-08-09,1,17622,318251,1591254,15913,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-25
