goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,3689,2026-09-25,14,3671,3174,1586866,6347,182,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-25
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,6347,2026-09-21,4,6347,6347,97007,12695,29,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-25
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12695,2026-09-23,2,12695,12695,12695,25390,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-25
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,23803,2026-09-24,2,23803,23803,25390,47606,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-25
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,43042,2026-09-22,4,42895,42845,42876,85691,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-25
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,,,,,126949,142818,253899,3,直近30日間の取引データなし,2026-09-25
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,,,,,357045,357045,714090,3,直近30日間の取引データなし,2026-09-25
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,6830,2026-09-25,39,6037,6830,1586866,8728,118,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-25
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,8810,2026-09-25,56,8776,8501,150711,17456,23,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-25
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,14580,2026-09-24,31,14005,13964,42606,34911,12,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-25
65,星宿:メカストームボックス,Starway: Mechanical Storm Box,お宝 / 宝箱,Treasure / treasure chest,,,,,21978,39672,22216,3,直近30日間の取引データなし,2026-09-25
66,星宿:ゴールドブレードボックス,Starway: Knife of the Golden Hall Box,お宝 / 宝箱,Treasure / treasure chest,,,,,94290,94290,22216,1,直近30日間の取引データなし,2026-09-25
67,「不思議な庭園」愛蔵版限定BOX,[Mysterious Garden] Collection Box,お宝 / 宝箱,Treasure / treasure chest,,,,,238030,1586866,15869,2,直近30日間の取引データなし,2026-09-25
68,「Pearl Daydream」限定BOX,Time Garden Day Box,お宝 / 宝箱,Treasure / treasure chest,,,,,34398,64286,5395,3,直近30日間の取引データなし,2026-09-25
69,「Midnight Galaxy」限定BOX,Time Garden Midnight Box,お宝 / 宝箱,Treasure / treasure chest,,,,,22614,64286,5395,5,直近30日間の取引データなし,2026-09-25
80,M27:天下無双 先鋒版(専属),M27: Second to None Vanguard Edition (Exclusive),銃器,Weapon,793,2026-09-17,2,793,793,1586866,1587,551,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-25
81,M27:天下無双 豪華版(専属),M27: Second to None Enjoy Edition (Exclusive),銃器,Weapon,1587,2026-09-22,3,1587,1587,228523,3174,117,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-25
82,M27:天下無双 進化版(専属),M27: Second to None Advanced Edition (Exclusive),銃器,Weapon,,,,,3174,269767,6347,17,直近30日間の取引データなし,2026-09-25
83,M27:天下無双 旗艦版(専属),M27: Second to None Flagship Edition (Exclusive),銃器,Weapon,,,,,5713,22216,11425,19,直近30日間の取引データなし,2026-09-25
84,M27:天下無双 豪華版Ⅰ(専属),M27: Second to None Deluxe Edition I (Exclusive),銃器,Weapon,,,,,11108,37085,22216,12,直近30日間の取引データなし,2026-09-25
85,M27:天下無双 豪華版Ⅱ(専属),M27: Second to None Deluxe Edition II (Exclusive),銃器,Weapon,,,,,21423,140073,42845,3,直近30日間の取引データなし,2026-09-25
86,M27:天下無双 豪華版Ⅲ(専属),M27: Second to None Deluxe Edition III (Exclusive),銃器,Weapon,39672,2026-09-25,2,39672,39672,322667,79343,22,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-25
164,"HUNTER×HUNTER
トレーディングコラボガチャBOX",Hunter × Hunter collaboration Event Tradeable Lucky Draw,お宝 / 宝箱,Treasure / treasure chest,1822,2026-09-11,2,1638,1362,15869,317,48,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-25
429,トレーディングコラボガチャ:Fate/stay night [Heaven's Feel],Tradable Lucky Draw: Fate/Stay Night [Heaven's Feel],お宝 / 宝箱,Treasure / treasure chest,1898,2026-09-04,3,1597,1163,15869,317,27,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-25
430,AK-47:リヴァイ 進化版(専属),AK47: Strongest Human Enjoy Edition (Exclusive),銃器,Weapon,,,,,1269,7934,2539,27,直近30日間の取引データなし,2026-09-25
431,M4A1:進撃の巨人 先鋒版(専属),M4A1: Power Reverence Vanguard Edition (Exclusive),銃器,Weapon,1277,2026-09-22,15,996,1163,1582651,1587,320,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-25
432,M4A1:進撃の巨人 旗艦版(専属),M4A1: Power Reverence Flagship Edition (Exclusive),銃器,Weapon,1587,2026-09-25,24,2042,1955,1586866,3174,82,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-25
