goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,4097,2026-09-20,13,3657,4358,1581273,6325,181,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-24
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,6325,2026-09-21,4,6325,6325,96665,12650,29,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-24
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12650,2026-09-23,2,12650,12650,12650,25300,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-24
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,23719,2026-09-24,2,23719,23719,25300,47438,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-24
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,42890,2026-09-22,4,42743,42694,42724,85389,6,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-24
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,,,,,126502,142315,253004,3,直近30日間の取引データなし,2026-09-24
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,,,,,355786,355786,711573,3,直近30日間の取引データなし,2026-09-24
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,6624,2026-09-24,38,5968,6806,1581273,8697,118,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-24
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,8232,2026-09-24,55,8773,8118,150180,17394,30,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-24
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,14529,2026-09-24,32,13954,17603,42456,34788,11,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-24
65,星宿:メカストームボックス,Starway: Mechanical Storm Box,お宝 / 宝箱,Treasure / treasure chest,,,,,21901,39532,22138,3,直近30日間の取引データなし,2026-09-24
66,星宿:ゴールドブレードボックス,Starway: Knife of the Golden Hall Box,お宝 / 宝箱,Treasure / treasure chest,,,,,93958,93958,22138,1,直近30日間の取引データなし,2026-09-24
67,「不思議な庭園」愛蔵版限定BOX,[Mysterious Garden] Collection Box,お宝 / 宝箱,Treasure / treasure chest,,,,,237191,1581273,15813,2,直近30日間の取引データなし,2026-09-24
68,「Pearl Daydream」限定BOX,Time Garden Day Box,お宝 / 宝箱,Treasure / treasure chest,,,,,34277,64059,5376,3,直近30日間の取引データなし,2026-09-24
69,「Midnight Galaxy」限定BOX,Time Garden Midnight Box,お宝 / 宝箱,Treasure / treasure chest,14601,2026-08-26,1,14601,22535,64059,5376,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-24
80,M27:天下無双 先鋒版(専属),M27: Second to None Vanguard Edition (Exclusive),銃器,Weapon,791,2026-09-17,2,791,791,1581273,1581,552,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-24
81,M27:天下無双 豪華版(専属),M27: Second to None Enjoy Edition (Exclusive),銃器,Weapon,1581,2026-09-22,3,1581,1581,227717,3163,117,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-24
