goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,3883,2026-09-02,14,3517,4478,1601138,6405,178,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-02
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,6405,2026-08-30,3,6405,6405,97879,12809,30,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-02
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12809,2026-09-02,4,12809,12809,12809,25618,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-02
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,24017,2026-08-31,7,24246,24017,24017,48034,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-02
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,43231,2026-08-22,4,43231,43231,47397,86461,8,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-02
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,128091,2026-08-11,1,128091,128091,144102,256182,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-02
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,360256,2026-08-11,2,360256,360256,360256,720512,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-02
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,6694,2026-09-01,40,5874,6494,1601138,8806,126,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-02
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,8851,2026-09-02,54,8453,7045,152066,17613,33,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-02
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,14090,2026-09-02,19,14090,14090,42989,35225,19,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-02
65,星宿:メカストームボックス,Starway: Mechanical Storm Box,お宝 / 宝箱,Treasure / treasure chest,,,,,21574,40028,22416,3,直近30日間の取引データなし,2026-09-02
66,星宿:ゴールドブレードボックス,Starway: Knife of the Golden Hall Box,お宝 / 宝箱,Treasure / treasure chest,,,,,95138,95138,22416,1,直近30日間の取引データなし,2026-09-02
