goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,3250,2026-07-20,18,3705,3250,1624882,6500,179,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-20
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,6500,2026-06-23,2,6500,6500,99331,12999,35,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-20
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12999,2026-07-17,2,12999,12999,25998,25998,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-20
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,24373,2026-07-17,2,24373,24373,24373,48746,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-20
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,43872,2026-07-20,4,43872,43872,74394,87744,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-20
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,129991,2026-07-11,1,129991,146239,146239,259981,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-20
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,,,,,365599,365599,731197,3,直近30日間の取引データなし,2026-07-20
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,6019,2026-07-20,37,6335,6020,1624882,8937,117,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-20
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,7772,2026-07-20,52,9100,7765,154322,17874,30,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-20
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,14432,2026-07-19,25,14836,14299,43626,35747,21,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-20
65,星宿:メカストームボックス,Starway: Mechanical Storm Box,お宝 / 宝箱,Treasure / treasure chest,,,,,24578,40622,22748,3,直近30日間の取引データなし,2026-07-20
66,星宿:ゴールドブレードボックス,Starway: Knife of the Golden Hall Box,お宝 / 宝箱,Treasure / treasure chest,,,,,96549,96549,22748,1,直近30日間の取引データなし,2026-07-20
