goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,4221,2026-08-11,19,3478,3186,1592909,6372,183,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-13
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,6372,2026-08-06,1,6372,6372,97376,12743,35,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-13
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12743,2026-07-30,2,12743,12743,12743,25487,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-13
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,23894,2026-08-11,4,23894,23894,23894,47787,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-13
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,43009,2026-08-12,7,43543,43009,47153,86017,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-13
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,127433,2026-08-11,1,127433,127433,143362,254865,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-13
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,358405,2026-08-11,2,358405,358405,358405,716809,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-13
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,5287,2026-08-13,40,5741,5335,1592909,8761,125,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-13
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,8411,2026-08-13,56,8391,8329,151285,17522,33,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-13
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,14018,2026-08-12,21,14024,14018,42768,35044,19,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-13
65,星宿:メカストームボックス,Starway: Mechanical Storm Box,お宝 / 宝箱,Treasure / treasure chest,,,,,39821,39823,22301,2,直近30日間の取引データなし,2026-08-13
66,星宿:ゴールドブレードボックス,Starway: Knife of the Golden Hall Box,お宝 / 宝箱,Treasure / treasure chest,,,,,94649,94649,22301,1,直近30日間の取引データなし,2026-08-13
67,「不思議な庭園」愛蔵版限定BOX,[Mysterious Garden] Collection Box,お宝 / 宝箱,Treasure / treasure chest,17640,2026-08-09,1,17640,1592909,1592909,19403,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-13
68,「Pearl Daydream」限定BOX,Time Garden Day Box,お宝 / 宝箱,Treasure / treasure chest,,,,,34529,64530,5416,3,直近30日間の取引データなし,2026-08-13
69,「Midnight Galaxy」限定BOX,Time Garden Midnight Box,お宝 / 宝箱,Treasure / treasure chest,,,,,14717,64530,5416,6,直近30日間の取引データなし,2026-08-13
80,M27:天下無双 先鋒版(専属),M27: Second to None Vanguard Edition (Exclusive),銃器,Weapon,,,,,796,1592909,1593,549,直近30日間の取引データなし,2026-08-13
81,M27:天下無双 豪華版(専属),M27: Second to None Enjoy Edition (Exclusive),銃器,Weapon,1593,2026-07-19,1,1593,1593,229393,3186,119,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-13
82,M27:天下無双 進化版(専属),M27: Second to None Advanced Edition (Exclusive),銃器,Weapon,,,,,3186,270795,6372,17,直近30日間の取引データなし,2026-08-13
83,M27:天下無双 旗艦版(専属),M27: Second to None Flagship Edition (Exclusive),銃器,Weapon,,,,,5734,22301,11469,20,直近30日間の取引データなし,2026-08-13
84,M27:天下無双 豪華版Ⅰ(専属),M27: Second to None Deluxe Edition I (Exclusive),銃器,Weapon,,,,,11150,37226,22301,13,直近30日間の取引データなし,2026-08-13
85,M27:天下無双 豪華版Ⅱ(専属),M27: Second to None Deluxe Edition II (Exclusive),銃器,Weapon,,,,,21504,140606,43009,2,直近30日間の取引データなし,2026-08-13
86,M27:天下無双 豪華版Ⅲ(専属),M27: Second to None Deluxe Edition III (Exclusive),銃器,Weapon,39823,2026-07-21,1,39823,39823,323896,79645,21,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-13
164,"HUNTER×HUNTER
トレーディングコラボガチャBOX",Hunter × Hunter collaboration Event Tradeable Lucky Draw,お宝 / 宝箱,Treasure / treasure chest,2431,2026-07-27,2,1309,1939,15929,319,49,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-13
429,トレーディングコラボガチャ:Fate/stay night [Heaven's Feel],Tradable Lucky Draw: Fate/Stay Night [Heaven's Feel],お宝 / 宝箱,Treasure / treasure chest,1327,2026-07-29,2,1385,1327,15929,319,25,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-13
430,AK-47:リヴァイ 進化版(専属),AK47: Strongest Human Enjoy Edition (Exclusive),銃器,Weapon,1274,2026-07-30,2,1274,1274,7965,2549,27,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-13
431,M4A1:進撃の巨人 先鋒版(専属),M4A1: Power Reverence Vanguard Edition (Exclusive),銃器,Weapon,1164,2026-08-12,19,1086,1359,1588678,1593,316,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-13
