goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,3880,2026-08-26,15,3589,4456,1593272,6373,178,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-28
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,6373,2026-08-19,2,6373,6373,97398,12746,31,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-28
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12746,2026-08-21,4,12746,12746,12746,25492,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-28
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,23899,2026-08-25,6,24165,23899,23899,47798,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-28
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,43018,2026-08-22,7,43553,43018,47164,86037,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-28
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,127462,2026-08-11,1,127462,127462,143395,254924,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-28
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,358486,2026-08-11,2,358486,358486,358486,716973,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-28
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,6397,2026-08-28,43,5769,6410,1593272,8763,119,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-28
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,8766,2026-08-28,54,8397,8847,151319,17526,28,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-28
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,14021,2026-08-28,22,14021,14021,42778,35052,19,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-28
65,星宿:メカストームボックス,Starway: Mechanical Storm Box,お宝 / 宝箱,Treasure / treasure chest,,,,,21606,39832,22306,3,直近30日間の取引データなし,2026-08-28
66,星宿:ゴールドブレードボックス,Starway: Knife of the Golden Hall Box,お宝 / 宝箱,Treasure / treasure chest,,,,,94671,94671,22306,1,直近30日間の取引データなし,2026-08-28
67,「不思議な庭園」愛蔵版限定BOX,[Mysterious Garden] Collection Box,お宝 / 宝箱,Treasure / treasure chest,17644,2026-08-09,1,17644,318654,1593272,15933,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-28
68,「Pearl Daydream」限定BOX,Time Garden Day Box,お宝 / 宝箱,Treasure / treasure chest,,,,,34537,64545,5417,3,直近30日間の取引データなし,2026-08-28
69,「Midnight Galaxy」限定BOX,Time Garden Midnight Box,お宝 / 宝箱,Treasure / treasure chest,14712,2026-08-26,1,14712,22706,64545,16183,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-28
80,M27:天下無双 先鋒版(専属),M27: Second to None Vanguard Edition (Exclusive),銃器,Weapon,,,,,797,1593272,1593,551,直近30日間の取引データなし,2026-08-28
81,M27:天下無双 豪華版(専属),M27: Second to None Enjoy Edition (Exclusive),銃器,Weapon,1593,2026-08-22,1,1593,1593,229446,3187,118,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-28
82,M27:天下無双 進化版(専属),M27: Second to None Advanced Edition (Exclusive),銃器,Weapon,,,,,3187,270856,6373,17,直近30日間の取引データなし,2026-08-28
83,M27:天下無双 旗艦版(専属),M27: Second to None Flagship Edition (Exclusive),銃器,Weapon,5736,2026-08-15,1,5736,5736,22306,11472,19,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-28
84,M27:天下無双 豪華版Ⅰ(専属),M27: Second to None Deluxe Edition I (Exclusive),銃器,Weapon,11153,2026-08-24,1,11153,11153,37235,22306,12,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-28
