goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,3184,2026-08-15,14,3580,3206,1592045,6368,183,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-17
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,6368,2026-08-06,1,6368,6368,97323,12736,35,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-17
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12736,2026-08-14,2,12736,12736,12736,25473,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-17
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,23881,2026-08-14,4,23881,0,0,47761,0,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-17
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,42985,2026-08-12,7,43519,42985,47128,85970,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-17
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,127364,2026-08-11,1,127364,127364,143284,254727,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-17
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,358210,2026-08-11,2,358210,358210,358210,716420,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-17
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,5290,2026-08-17,42,5645,5827,1592045,8756,123,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-17
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,7763,2026-08-17,55,8349,7774,151203,17512,40,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-17
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,14010,2026-08-15,22,14016,14010,42745,35025,16,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-17
65,星宿:メカストームボックス,Starway: Mechanical Storm Box,お宝 / 宝箱,Treasure / treasure chest,,,,,39800,39801,22289,2,直近30日間の取引データなし,2026-08-17
66,星宿:ゴールドブレードボックス,Starway: Knife of the Golden Hall Box,お宝 / 宝箱,Treasure / treasure chest,,,,,94598,94598,22289,1,直近30日間の取引データなし,2026-08-17
67,「不思議な庭園」愛蔵版限定BOX,[Mysterious Garden] Collection Box,お宝 / 宝箱,Treasure / treasure chest,17630,2026-08-09,1,17630,318409,1592045,15920,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-17
68,「Pearl Daydream」限定BOX,Time Garden Day Box,お宝 / 宝箱,Treasure / treasure chest,,,,,34511,64495,5413,3,直近30日間の取引データなし,2026-08-17
69,「Midnight Galaxy」限定BOX,Time Garden Midnight Box,お宝 / 宝箱,Treasure / treasure chest,,,,,14709,64495,5413,6,直近30日間の取引データなし,2026-08-17
80,M27:天下無双 先鋒版(専属),M27: Second to None Vanguard Edition (Exclusive),銃器,Weapon,,,,,796,1592045,1592,548,直近30日間の取引データなし,2026-08-17
81,M27:天下無双 豪華版(専属),M27: Second to None Enjoy Edition (Exclusive),銃器,Weapon,1592,2026-07-19,1,1592,1592,229269,3184,118,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-17
82,M27:天下無双 進化版(専属),M27: Second to None Advanced Edition (Exclusive),銃器,Weapon,,,,,3184,270648,6368,17,直近30日間の取引データなし,2026-08-17
83,M27:天下無双 旗艦版(専属),M27: Second to None Flagship Edition (Exclusive),銃器,Weapon,5731,2026-08-15,1,5731,5731,22289,11463,19,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-17
84,M27:天下無双 豪華版Ⅰ(専属),M27: Second to None Deluxe Edition I (Exclusive),銃器,Weapon,,,,,11144,37206,22289,13,直近30日間の取引データなし,2026-08-17
85,M27:天下無双 豪華版Ⅱ(専属),M27: Second to None Deluxe Edition II (Exclusive),銃器,Weapon,,,,,21493,140530,42985,2,直近30日間の取引データなし,2026-08-17
86,M27:天下無双 豪華版Ⅲ(専属),M27: Second to None Deluxe Edition III (Exclusive),銃器,Weapon,39801,2026-07-21,1,39801,39801,323720,79602,21,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-17
164,"HUNTER×HUNTER
トレーディングコラボガチャBOX",Hunter × Hunter collaboration Event Tradeable Lucky Draw,お宝 / 宝箱,Treasure / treasure chest,2429,2026-07-27,2,1309,1938,15920,318,49,※価格トレンドAPI(日次データ)に基づく近似値,2026-08-17
