goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
55,M4A1:全機待機 先鋒版(専属),M4A1: Golden Grandeur Vanguard Edition (Exclusive),銃器,Weapon,3993,2026-09-05,14,3491,3884,1561566,6246,179,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-05
56,M4A1:全機待機 豪華版(専属),M4A1: Golden Grandeur Enjoy Edition (Exclusive),銃器,Weapon,6246,2026-08-30,2,6246,6246,95460,12493,30,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-05
57,M4A1:全機待機 進化版(専属),M4A1: Golden Grandeur Advanced Edition (Exclusive),銃器,Weapon,12493,2026-09-02,4,12493,12493,12493,24985,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-05
58,M4A1:全機待機 旗艦版(専属),M4A1: Golden Grandeur Flagship Edition (Exclusive),銃器,Weapon,23423,2026-08-31,6,23684,23423,23423,46847,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-05
59,M4A1:全機待機 豪華版Ⅰ(専属),M4A1: Golden Grandeur Deluxe Edition I (Exclusive),銃器,Weapon,42162,2026-08-22,4,42162,42162,46225,84325,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-05
60,M4A1:全機待機 豪華版Ⅱ(専属),M4A1: Golden Grandeur Deluxe Edition II (Exclusive),銃器,Weapon,124925,2026-08-11,1,124925,124925,140541,249851,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-05
61,M4A1:全機待機 豪華版Ⅲ(専属),M4A1: Golden Grandeur Deluxe Edition III (Exclusive),銃器,Weapon,351352,2026-08-11,2,351352,351352,351352,702705,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-05
62,95式:不知火舞 先鋒版(専属),QBZ-95: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,5864,2026-09-05,38,5757,5870,1561566,8589,132,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-05
63,95式:不知火舞 豪華版(専属),QBZ-95: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,8084,2026-09-05,54,8282,7761,148308,17177,30,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-05
64,95式:不知火舞 旗艦版(専属),QBZ-95: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,13742,2026-09-04,21,13742,13742,41926,34354,20,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-05
65,星宿:メカストームボックス,Starway: Mechanical Storm Box,お宝 / 宝箱,Treasure / treasure chest,,,,,39038,39039,21862,2,直近30日間の取引データなし,2026-09-05
66,星宿:ゴールドブレードボックス,Starway: Knife of the Golden Hall Box,お宝 / 宝箱,Treasure / treasure chest,,,,,92787,92787,21862,1,直近30日間の取引データなし,2026-09-05
67,「不思議な庭園」愛蔵版限定BOX,[Mysterious Garden] Collection Box,お宝 / 宝箱,Treasure / treasure chest,17293,2026-08-09,1,17293,312157,1561566,15616,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-05
68,「Pearl Daydream」限定BOX,Time Garden Day Box,お宝 / 宝箱,Treasure / treasure chest,,,,,33850,63261,5309,3,直近30日間の取引データなし,2026-09-05
69,「Midnight Galaxy」限定BOX,Time Garden Midnight Box,お宝 / 宝箱,Treasure / treasure chest,14420,2026-08-26,1,14420,22254,63261,5309,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-05
80,M27:天下無双 先鋒版(専属),M27: Second to None Vanguard Edition (Exclusive),銃器,Weapon,,,,,781,1561566,1562,552,直近30日間の取引データなし,2026-09-05
81,M27:天下無双 豪華版(専属),M27: Second to None Enjoy Edition (Exclusive),銃器,Weapon,1562,2026-08-22,1,1562,1562,224880,3123,117,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-05
82,M27:天下無双 進化版(専属),M27: Second to None Advanced Edition (Exclusive),銃器,Weapon,,,,,3123,265466,6246,17,直近30日間の取引データなし,2026-09-05
83,M27:天下無双 旗艦版(専属),M27: Second to None Flagship Edition (Exclusive),銃器,Weapon,5622,2026-08-15,1,5622,5622,21862,11243,19,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-05
84,M27:天下無双 豪華版Ⅰ(専属),M27: Second to None Deluxe Edition I (Exclusive),銃器,Weapon,10931,2026-08-24,1,10931,10931,36494,21862,12,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-05
85,M27:天下無双 豪華版Ⅱ(専属),M27: Second to None Deluxe Edition II (Exclusive),銃器,Weapon,,,,,21081,137839,42162,2,直近30日間の取引データなし,2026-09-05
86,M27:天下無双 豪華版Ⅲ(専属),M27: Second to None Deluxe Edition III (Exclusive),銃器,Weapon,,,,,39039,317523,78078,21,直近30日間の取引データなし,2026-09-05
164,"HUNTER×HUNTER
トレーディングコラボガチャBOX",Hunter × Hunter collaboration Event Tradeable Lucky Draw,お宝 / 宝箱,Treasure / treasure chest,1430,2026-09-03,1,1430,1796,15616,1572,47,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-05
429,トレーディングコラボガチャ:Fate/stay night [Heaven's Feel],Tradable Lucky Draw: Fate/Stay Night [Heaven's Feel],お宝 / 宝箱,Treasure / treasure chest,1868,2026-09-04,5,1470,2909,15616,1761,13,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-05
430,AK-47:リヴァイ 進化版(専属),AK47: Strongest Human Enjoy Edition (Exclusive),銃器,Weapon,,,,,1249,7808,2499,26,直近30日間の取引データなし,2026-09-05
431,M4A1:進撃の巨人 先鋒版(専属),M4A1: Power Reverence Vanguard Edition (Exclusive),銃器,Weapon,1238,2026-09-04,10,1091,967,1557419,1562,320,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-05
432,M4A1:進撃の巨人 旗艦版(専属),M4A1: Power Reverence Flagship Edition (Exclusive),銃器,Weapon,2417,2026-09-04,27,1880,2812,1561566,3123,83,※価格トレンドAPI(日次データ)に基づく近似値,2026-09-05
